,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
93,162323,31892,0.0,0.0,2046.0,97.0,0.0,0
94,34466,38299,3.07038890404378,7.0,49200.0,688.0,0.0,1
95,61891,61895,1.44269504088896,1.0,4.0,3.0,0.0,1
96,39210,60274,2.7905531327562403,5.0,120.0,17.0,0.0,1
97,118082,31891,0.0,0.0,84.0,31.0,0.0,0
98,73876,31907,0.0,0.0,380.0,39.0,0.0,0
99,57360,70010,3.1674954793536605,11.0,432.0,32.0,0.0,1
100,48254,60117,3.1038530714047794,6.0,630.0,67.0,0.0,1
101,43023,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
102,60810,31892,0.232338493574117,1.0,594.0,74.0,0.0,0
103,73142,73148,2.38816639625895,5.0,36.0,7.0,0.0,1
104,100922,31892,0.0,0.0,2442.0,103.0,0.0,0
105,77002,77303,2.7905531327562403,5.0,186.0,32.0,0.0,1
106,36979,31891,0.267546386419054,1.0,84.0,30.0,0.0,0
107,98339,31892,0.0,0.0,2574.0,105.0,0.0,0
108,203045,31892,0.0,0.0,4158.0,129.0,0.0,0
109,46924,46926,2.47865959153902,6.0,77.0,12.0,0.0,1
110,68071,68072,2.48533973823845,4.0,25.0,6.0,1.0,1
111,68071,68072,2.48533973823845,4.0,25.0,6.0,1.0,1
112,242803,31892,0.0,0.0,1056.0,82.0,0.0,0
113,134757,31892,0.0,0.0,594.0,75.0,0.0,0
114,53525,64862,4.55401689569745,13.0,364.0,27.0,0.0,1
115,60370,60372,3.3662884287409103,7.0,64.0,9.0,0.0,1
116,194300,31892,0.0,0.0,1386.0,87.0,0.0,0
117,239197,31892,0.0,0.0,726.0,77.0,0.0,0
118,65861,65863,6.963381352654671,22.0,529.0,24.0,0.0,1
119,78183,78184,1.82047845325367,2.0,9.0,4.0,0.0,1
120,32721,31892,0.0,0.0,2904.0,110.0,0.0,0
121,47044,47045,2.26389743784036,5.0,36.0,7.0,0.0,1
122,76682,76683,1.44269504088896,1.0,4.0,3.0,1.0,1
123,76682,76683,1.44269504088896,1.0,4.0,3.0,1.0,1
124,226479,31892,0.0,0.0,990.0,81.0,0.0,0
125,57877,57878,5.88159635644029,17.0,324.0,19.0,0.0,1
126,109829,31891,0.0,0.0,87.0,32.0,0.0,0
127,60510,60511,2.26643440806068,4.0,25.0,6.0,0.0,1
128,42079,54188,16.1685182929773,53.0,11340.0,211.0,0.0,1
129,167591,31892,0.0,0.0,528.0,74.0,0.0,0
130,53525,64860,4.35810424451378,11.0,312.0,27.0,1.0,1
131,53525,64860,4.35810424451378,11.0,312.0,27.0,1.0,1
132,83053,31892,0.169494474237384,1.0,2706.0,106.0,0.0,0
133,169580,31892,0.0,0.0,990.0,81.0,0.0,0
134,40173,54926,3.51987450044618,7.0,182.0,20.0,0.0,1
135,51979,63702,7.210761534664821,23.0,1292.0,49.0,0.0,1
136,58544,58546,1.39268874794653,3.0,16.0,5.0,1.0,1
137,65237,31892,0.0,0.0,990.0,81.0,0.0,0
138,75599,75613,9.55757813944249,36.0,1369.0,38.0,0.0,1
139,178958,31892,0.169494474237384,1.0,1056.0,81.0,0.0,0
140,56127,56136,4.9829616658830895,15.0,368.0,24.0,0.0,1
141,189152,31892,0.0,0.0,1584.0,90.0,0.0,0
142,67074,67076,10.8586455061945,41.0,3570.0,86.0,0.0,1
143,75596,75598,9.588237487036858,36.0,2146.0,59.0,0.0,1
144,56766,56769,5.16642727688101,10.0,121.0,12.0,0.0,1
145,175449,31892,0.0,0.0,792.0,78.0,0.0,0
146,62915,31907,0.259730302172272,1.0,475.0,43.0,0.0,0
147,42068,59142,9.04472552311332,33.0,3230.0,96.0,0.0,1
148,67066,67082,10.8254185561689,41.0,2016.0,49.0,0.0,1
149,169085,31892,0.0,0.0,660.0,76.0,0.0,0
150,34466,73514,9.41448467922458,36.0,25830.0,621.0,0.0,1
151,65516,65520,6.574319208065639,23.0,648.0,28.0,0.0,1
152,67081,67082,10.8161899365572,41.0,1764.0,43.0,0.0,1
153,250494,31892,0.0,0.0,990.0,81.0,0.0,0
154,80810,80816,6.7297665516681695,24.0,1225.0,50.0,0.0,1
155,154466,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
156,73072,73074,2.87278106104073,7.0,472.0,60.0,0.0,1
157,88452,31892,0.0,0.0,2904.0,110.0,0.0,0
158,52042,65566,4.818302909265349,16.0,3080.0,101.0,0.0,1
159,72458,31892,0.0,0.0,858.0,79.0,0.0,0
160,179718,31892,0.0,0.0,1188.0,84.0,0.0,0
161,37600,43152,7.51482456703506,24.0,1224.0,46.0,0.0,1
162,72312,31892,0.0,0.0,1386.0,87.0,0.0,0
163,271659,31907,0.0,0.0,152.0,27.0,0.0,0
164,42910,47083,2.54607792137977,6.0,3565.0,140.0,0.0,1
165,75581,31892,0.0,0.0,2442.0,103.0,0.0,0
166,117982,31892,0.0,0.0,2376.0,102.0,0.0,0
167,50724,31892,0.0,0.0,2706.0,107.0,0.0,0
168,75593,31892,0.0,0.0,2442.0,103.0,0.0,0
169,63192,74169,2.42328434200112,5.0,276.0,47.0,0.0,1
170,88762,31892,0.0,0.0,1254.0,85.0,0.0,0
171,51337,31892,0.0,0.0,2046.0,97.0,0.0,0
172,54126,54130,2.20998105994003,4.0,25.0,6.0,1.0,1
173,257649,31892,0.0,0.0,330.0,71.0,0.0,0
174,192151,31892,0.0,0.0,462.0,73.0,0.0,0
175,58567,58568,4.340366800429,13.0,196.0,15.0,1.0,1
176,58567,58568,4.340366800429,13.0,196.0,15.0,1.0,1
177,52886,57025,0.677551763211516,2.0,1222.0,71.0,0.0,1
178,83052,31892,0.169494474237384,1.0,1452.0,87.0,0.0,0
179,64992,64995,4.19654629182728,12.0,299.0,24.0,0.0,1
180,98308,31892,0.0,0.0,2772.0,108.0,0.0,0
181,62818,62823,2.3857599480025686,7.0,152.0,20.0,0.0,1
182,70916,70928,2.57617693496604,7.0,182.0,20.0,0.0,1
183,65934,65937,3.18880315732021,7.0,64.0,9.0,1.0,1
184,65934,65937,3.18880315732021,7.0,64.0,9.0,1.0,1
185,38816,73243,3.27308069862144,7.0,330.0,36.0,0.0,1
186,221731,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
187,184484,31892,0.233075271708509,1.0,858.0,78.0,0.0,0
188,59487,59492,3.4243581609482203,10.0,825.0,76.0,0.0,1
189,79548,79552,4.55299370485203,12.0,169.0,14.0,0.0,1
190,43278,43284,2.48533973823845,4.0,25.0,6.0,0.0,1
191,53367,53368,4.23731993095915,13.0,350.0,26.0,0.0,1
192,81619,31892,0.0,0.0,726.0,77.0,0.0,0
193,225035,31891,0.0,0.0,39.0,16.0,0.0,0
194,124574,31892,0.0,0.0,1452.0,88.0,0.0,0
195,46770,47244,4.67845494301536,12.0,1334.0,63.0,0.0,1
196,201139,31892,0.30010162850041305,1.0,528.0,73.0,0.0,0
197,52919,52920,2.7463408485747403,5.0,36.0,7.0,0.0,1
198,45558,45564,2.5712718275074398,6.0,490.0,43.0,0.0,1
199,67074,67095,10.8586455061945,41.0,3570.0,86.0,0.0,1
200,138029,31892,0.0,0.0,1188.0,84.0,0.0,0
201,38355,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
202,73072,73078,2.87278106104073,7.0,472.0,60.0,0.0,1
203,69949,69953,4.30108625955998,12.0,208.0,17.0,0.0,1
204,239636,31892,0.169494474237384,1.0,660.0,75.0,0.0,0
205,106246,31892,0.233075271708509,1.0,2442.0,102.0,0.0,0
206,124271,31907,0.259730302172272,1.0,437.0,41.0,0.0,0
207,56555,56559,3.84841557005145,10.0,121.0,12.0,0.0,1
208,70916,70927,2.4851498332543303,7.0,112.0,15.0,0.0,1
209,63597,63602,7.63763955443738,27.0,2492.0,90.0,0.0,1
210,246804,31892,0.0,0.0,1386.0,87.0,0.0,0
211,80817,80818,6.6760482555732406,24.0,625.0,26.0,0.0,1
212,176392,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
213,51235,51241,3.43258458519344,9.0,340.0,35.0,0.0,1
214,97377,31891,0.0,0.0,15.0,8.0,0.0,0
215,67054,67059,11.8918315513404,44.0,2250.0,51.0,0.0,1
216,67012,67014,3.48228740983215,10.0,242.0,23.0,0.0,1
217,63364,31892,0.233075271708509,1.0,1122.0,82.0,0.0,0
218,63593,63609,7.56921768804144,27.0,868.0,32.0,0.7241379310344829,1
219,72303,31892,0.0,0.0,1386.0,87.0,0.0,0
220,236343,31892,0.169494474237384,1.0,792.0,77.0,0.0,0
221,62029,62033,3.3529274187059106,8.0,81.0,10.0,0.0,1
222,219501,31892,0.0,0.0,858.0,79.0,0.0,0
223,75583,75612,9.55757813944249,36.0,1369.0,38.0,0.0,1
224,43021,69811,2.28213999184352,7.0,1311.0,73.0,0.0,1
225,45666,31891,0.0,0.0,18.0,9.0,0.0,0
226,56129,56136,4.9829616658830895,15.0,368.0,24.0,0.0,1
227,225004,31892,0.0,0.0,660.0,76.0,0.0,0
228,42036,42039,3.90865033712927,9.0,100.0,11.0,0.0,1
229,83809,31892,0.0,0.0,528.0,74.0,0.0,0
230,42698,54511,7.46877714969799,21.0,4059.0,135.0,0.0,1
231,49867,57616,3.82059818693755,6.0,1220.0,75.0,0.0,1
232,210295,31892,0.0,0.0,1980.0,96.0,0.0,0
233,79865,79873,4.122468452940129,11.0,192.0,17.0,0.0,1
234,60804,60808,3.2865716266033,8.0,225.0,26.0,0.0,1
235,73873,31907,0.0,0.0,266.0,33.0,0.0,0
236,58441,58450,4.9483667953159,14.0,225.0,16.0,0.0,1
237,53364,53381,4.66757132050519,14.0,1311.0,66.0,0.0,1
238,61195,31892,0.0,0.0,3234.0,115.0,0.0,0
239,74505,74506,1.44269504088896,1.0,4.0,3.0,1.0,1
240,74505,74506,1.44269504088896,1.0,4.0,3.0,1.0,1
241,72597,72600,3.3662884287409103,7.0,64.0,9.0,0.0,1
242,35487,35490,2.22624019224823,5.0,66.0,12.0,0.0,1
243,264840,31892,0.0,0.0,1782.0,93.0,0.0,0
244,77131,77133,3.838099254493621,10.0,121.0,12.0,0.0,1
245,168916,31892,0.169494474237384,1.0,1782.0,92.0,0.0,0
246,75962,75970,4.17032391424246,10.0,121.0,12.0,0.0,1
247,44796,44802,3.50024068152655,9.0,180.0,19.0,0.0,1
248,56282,61501,1.95343054524616,5.0,78.0,14.0,0.0,1
249,266424,31892,0.0,0.0,660.0,76.0,0.0,0
250,71294,71296,2.48533973823845,4.0,25.0,6.0,0.0,1
251,44099,47013,3.9085269988821696,11.0,1840.0,101.0,0.0,1
252,45326,77613,3.40525672450264,9.0,378.0,30.0,0.0,1
253,61631,61639,3.5355768886442,8.0,81.0,10.0,0.0,1
254,41373,73978,4.5115997535538215,11.0,1200.0,80.0,0.0,1
255,242014,31891,0.0,0.0,18.0,9.0,0.0,0
256,80806,80816,6.7297665516681695,24.0,1225.0,50.0,0.0,1
257,69224,31892,0.0,0.0,858.0,79.0,0.0,0
258,151321,31892,0.0,0.0,1056.0,82.0,0.0,0
259,41212,41215,5.67012554477531,18.0,361.0,20.0,0.0,1
260,69289,69292,1.82047845325367,2.0,9.0,4.0,1.0,1
261,153058,31891,0.0,0.0,78.0,29.0,0.0,0
262,145118,31907,0.0,0.0,171.0,28.0,0.0,0
263,269508,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
264,65106,65109,3.3662884287409103,7.0,64.0,9.0,0.0,1
265,45532,45535,5.16977122296397,14.0,225.0,16.0,0.0,1
266,38669,72864,3.31968456368118,7.0,3234.0,238.0,0.0,1
267,236345,31892,0.169494474237384,1.0,792.0,77.0,0.0,0
268,34376,53745,0.233075271708509,1.0,434.0,68.0,0.0,1
269,55878,55883,4.12996169781154,11.0,564.0,48.0,0.0,1
270,42252,47083,4.82113432463436,14.0,7475.0,166.0,0.0,1
271,213277,31892,0.0,0.0,396.0,72.0,0.0,0
272,151200,31892,0.0,0.0,264.0,70.0,0.0,0
273,60807,31891,0.23868315209103,1.0,222.0,76.0,0.0,0
274,50632,50642,6.851230713518831,18.0,1110.0,49.0,0.0,1
275,134444,31892,0.0,0.0,858.0,79.0,0.0,0
276,61195,61202,3.41703257936915,8.0,441.0,50.0,0.0,1
277,237930,31891,0.0,0.0,24.0,11.0,0.0,0
278,250702,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
279,168915,31892,0.169494474237384,1.0,1188.0,83.0,0.0,0
280,75584,75606,9.55757813944249,36.0,1369.0,38.0,0.0,1
281,102282,31892,0.0,0.0,858.0,79.0,0.0,0
282,80125,31892,0.0,0.0,2376.0,102.0,0.0,0
283,106112,31891,0.0,0.0,9.0,6.0,0.0,0
284,73958,73962,2.48533973823845,4.0,25.0,6.0,0.0,1
285,48332,31907,0.563143377714551,2.0,665.0,52.0,0.0,0
286,52553,31892,0.0,0.0,3894.0,125.0,0.0,0
287,45156,67716,4.456024887047112,12.0,247.0,20.0,0.0,1
288,103704,31907,0.0,0.0,38.0,21.0,0.0,0
289,50916,50917,1.3272716180510802,2.0,15.0,6.0,0.0,1
290,53364,69382,4.77948515481185,13.0,1482.0,70.0,0.0,1
291,56815,68261,5.86814040295253,20.0,1568.0,61.0,0.0,1
292,44882,44885,3.67392897710868,9.0,216.0,21.0,0.0,1
293,57028,31892,0.0,0.0,792.0,78.0,0.0,0
294,75358,75363,2.16404256133344,3.0,16.0,5.0,0.0,1
295,266425,31892,0.0,0.0,660.0,76.0,0.0,0
296,98294,31892,0.0,0.0,1914.0,95.0,0.0,0
297,222724,31892,0.0,0.0,726.0,77.0,0.0,0
298,196127,31892,0.0,0.0,198.0,69.0,0.0,0
299,196074,31892,0.0,0.0,4356.0,132.0,0.0,0
300,78386,31892,0.0,0.0,2046.0,97.0,0.0,0
301,51923,65012,3.90865033712927,9.0,790.0,80.0,0.0,1
302,206201,31892,0.0,0.0,528.0,74.0,0.0,0
303,211708,31892,0.0,0.0,1188.0,84.0,0.0,0
304,239195,31891,0.0,0.0,33.0,14.0,0.0,0
305,65234,31892,0.0,0.0,16302.0,313.0,0.0,0
306,52680,74418,3.7176131365342795,9.0,100.0,11.0,0.0,1
307,88873,31892,0.0,0.0,264.0,70.0,0.0,0
308,71867,71872,1.82047845325367,2.0,21.0,8.0,0.0,1
309,95298,31892,0.169494474237384,1.0,1122.0,82.0,0.0,0
310,39209,39211,1.77697693690735,4.0,186.0,33.0,0.0,1
311,267536,31892,0.0,0.0,330.0,71.0,0.0,0
312,174855,31892,0.0,0.0,660.0,76.0,0.0,0
313,72386,72396,4.5826462789953215,13.0,196.0,15.0,0.0,1
314,66068,66074,5.1089474633827,16.0,289.0,18.0,0.0,1
315,274238,31892,0.169494474237384,1.0,1254.0,84.0,0.0,0
316,67058,67080,10.8161899365572,41.0,1764.0,43.0,0.0,1
317,278506,31907,0.0,0.0,95.0,24.0,0.0,0
318,153055,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
319,49492,62541,2.43111803973043,6.0,98.0,15.0,0.0,1
320,56128,31892,0.0,0.0,3366.0,117.0,0.0,0
321,73869,31907,0.0,0.0,266.0,33.0,0.0,0
322,98315,31892,0.0,0.0,2772.0,108.0,0.0,0
323,80336,80337,2.16404256133344,3.0,16.0,5.0,0.0,1
324,66838,71005,4.1935045623057094,13.0,952.0,69.0,0.0,1
325,138042,31892,0.0,0.0,2838.0,109.0,0.0,0
326,54417,72302,6.264341791244742,20.0,798.0,39.0,0.0,1
327,76392,31891,0.0,0.0,18.0,9.0,0.0,0
328,41210,41216,5.75412659803509,18.0,950.0,51.0,0.0,1
329,129194,31892,0.0,0.0,528.0,74.0,0.0,0
330,158873,31892,0.0,0.0,594.0,75.0,0.0,0
331,49261,75299,4.34402206749391,13.0,3627.0,119.0,0.0,1
332,48508,49552,2.48533973823845,4.0,385.0,78.0,0.0,1
333,175441,31892,0.0,0.0,792.0,78.0,0.0,0
334,61248,72017,5.072847905958099,15.0,304.0,20.0,0.0,1
335,62680,69569,4.99018990060727,14.0,285.0,20.0,0.0,1
336,92650,31892,0.0,0.0,1122.0,83.0,0.0,0
337,74638,75890,8.81197216866152,22.0,1221.0,48.0,0.6579710144927541,1
338,59241,69164,7.239617161813049,19.0,520.0,27.0,0.8487031700288191,1
339,59241,69164,7.239617161813049,19.0,520.0,27.0,0.8487031700288191,1
340,179712,31892,0.0,0.0,1188.0,84.0,0.0,0
341,71736,71742,3.3662884287409103,7.0,64.0,9.0,1.0,1
342,250707,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
343,52784,52786,1.82047845325367,2.0,9.0,4.0,0.0,1
344,220418,31891,0.0,0.0,21.0,10.0,0.0,0
345,41830,41831,5.55879699412066,17.0,324.0,19.0,0.0,1
346,56446,56455,4.96108937090724,15.0,416.0,27.0,0.0,1
347,128023,31891,0.0,0.0,27.0,12.0,0.0,0
348,74481,79191,5.15419025607509,15.0,320.0,21.0,1.0,1
349,247562,31892,0.169494474237384,1.0,990.0,80.0,0.0,0
350,41031,41039,3.56476047488388,8.0,81.0,10.0,0.0,1
351,159891,31892,0.0,0.0,4752.0,138.0,0.0,0
352,76629,76630,1.8769895227922202,3.0,66.0,14.0,0.0,1
353,70208,70211,2.74898384025479,6.0,49.0,8.0,1.0,1
354,96232,31892,0.0,0.0,528.0,74.0,0.0,0
355,55969,66399,3.0833900542185004,6.0,77.0,12.0,0.0,1
356,37596,48011,6.04847713098434,18.0,1092.0,49.0,0.397761953204476,1
357,62292,62294,2.7905531327562403,5.0,36.0,7.0,0.0,1
358,39696,72017,5.19184722872411,15.0,1488.0,94.0,0.0,1
359,229459,31892,0.169494474237384,1.0,330.0,70.0,0.0,0
360,54808,54814,1.81196441395782,3.0,24.0,7.0,1.0,1
361,64172,64176,5.35273184279595,16.0,289.0,18.0,0.0,1
362,52552,69264,10.3513977231173,39.0,3880.0,98.0,0.0,1
363,155987,31891,0.0,0.0,15.0,8.0,0.0,0
364,175366,31892,0.294014103795206,1.0,726.0,76.0,0.0,0
365,72337,72341,3.7381541233977997,10.0,121.0,12.0,0.0,1
366,285,31811,1.82047845325367,2.0,9.0,4.0,0.0,1
367,35373,35377,1.46834985317808,2.0,159.0,54.0,0.0,1
368,40896,41218,2.8211633129838902,9.0,1260.0,64.0,0.0,1
369,253039,31892,0.0,0.0,462.0,73.0,0.0,0
370,39698,39700,2.1440934156206,5.0,54.0,10.0,0.0,1
371,37399,78873,2.06018945126184,7.0,592.0,75.0,0.0,1
372,44080,67785,1.0713137985991998,4.0,1624.0,82.0,0.0,1
373,48045,62541,2.4407718483515297,6.0,105.0,16.0,0.0,1
374,42285,52893,12.5490498384894,34.0,8192.0,158.0,0.3569607343192249,1
375,42285,52893,12.5490498384894,34.0,8192.0,158.0,0.3569607343192249,1
376,55886,55890,4.07076301108001,11.0,276.0,24.0,0.0,1
377,83320,31892,1.09480540890609,4.0,990.0,77.0,0.0,0
378,71007,31892,0.0,0.0,1452.0,88.0,0.0,0
379,66032,31892,1.6213178847786498,6.0,1518.0,83.0,0.0,0
380,69567,69579,5.72013303389837,15.0,304.0,20.0,0.0,1
381,67152,67155,2.48533973823845,4.0,25.0,6.0,0.0,1
382,88451,31892,0.0,0.0,990.0,81.0,0.0,0
383,198075,31891,0.0,0.0,12.0,7.0,0.0,0
384,57361,31892,0.0,0.0,2376.0,102.0,0.0,0
385,54569,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
386,269891,31892,1.09480540890609,4.0,990.0,77.0,0.0,0
387,67053,67057,11.884756458961801,44.0,2025.0,46.0,0.0,1
388,61343,61346,3.26385474269494,8.0,81.0,10.0,0.0,1
389,75608,75613,9.55757813944249,36.0,1369.0,38.0,0.0,1
390,64168,64175,5.35273184279595,16.0,289.0,18.0,0.0,1
391,75965,75966,4.17032391424246,10.0,121.0,12.0,0.0,1
392,65966,31892,0.0,0.0,1584.0,90.0,0.0,0
393,60298,60299,2.9719213162306,6.0,49.0,8.0,0.0,1
394,169628,31892,0.0,0.0,396.0,72.0,0.0,0
395,98296,31892,0.0,0.0,792.0,78.0,0.0,0
396,72396,72398,4.62194618879017,13.0,266.0,20.0,0.0,1
397,106243,31891,0.0,0.0,144.0,51.0,0.0,0
398,38883,38886,3.02954933273386,7.0,400.0,43.0,0.0,1
399,106221,31891,0.0,0.0,111.0,40.0,0.0,0
400,36711,36715,3.8532790369159597,9.0,100.0,11.0,0.0,1
401,45662,45664,2.3518836428652596,5.0,360.0,34.0,0.0,1
402,42062,42069,3.33408412790884,11.0,264.0,23.0,0.0,1
403,59485,59492,7.91176850522367,20.0,1575.0,76.0,0.0,1
404,40173,31892,0.0,0.0,858.0,79.0,0.0,0
405,203070,31892,0.0,0.0,2376.0,102.0,0.0,0
406,39593,39600,4.60049577133676,12.0,169.0,14.0,0.0,1
407,101857,31892,0.0,0.0,1452.0,88.0,0.0,0
408,204865,31891,0.0,0.0,42.0,17.0,0.0,0
409,50205,61246,1.28159474146868,3.0,76.0,20.0,0.0,1
410,148976,31892,0.0,0.0,924.0,80.0,0.0,0
411,85247,31892,0.169494474237384,1.0,1254.0,84.0,0.0,0
412,66494,72347,4.03869191145196,14.0,861.0,48.0,0.0,1
413,40979,31892,0.0,0.0,660.0,76.0,0.0,0
414,240506,31907,0.259730302172272,1.0,266.0,32.0,0.0,0
415,134793,31892,0.0,0.0,1056.0,82.0,0.0,0
416,108698,31892,0.0,0.0,528.0,74.0,0.0,0
417,210624,31892,0.0,0.0,660.0,76.0,0.0,0
