,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
1539,1539,204816,31891,0.0,0.0,18.0,9.0,0.0,0
40,40,36714,36717,3.85327903691596,9.0,100.0,11.0,0.0,1
1620,1620,184484,31891,0.0,0.0,39.0,16.0,0.0,0
1655,1655,37222,37228,2.48533973823845,4.0,25.0,6.0,0.0,1
1678,1678,84231,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
805,805,32431,32434,0.345976256261194,1.0,56.0,29.0,0.0,1
769,769,239638,31891,0.0,0.0,30.0,13.0,0.0,0
214,214,41930,41932,2.43355935127601,6.0,196.0,29.0,0.0,1
898,898,111303,31891,0.0,0.0,12.0,7.0,0.0,0
1587,1587,140376,31891,0.0,0.0,21.0,10.0,0.0,0
720,720,146771,31892,0.7697243502066441,3.0,594.0,72.0,0.0,0
305,305,250702,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
752,752,42874,42877,7.32568395434345,24.0,1550.0,63.0,0.0,1
1364,1364,183443,31892,0.477584555383948,2.0,1716.0,90.0,0.0,0
873,873,63662,31891,0.0,0.0,27.0,12.0,0.0,0
1219,1219,38447,41938,2.8146629375385297,9.0,8760.0,380.0,0.0,1
465,465,40600,40601,1.427259768174,3.0,16.0,5.0,0.0,1
38,38,37223,37228,2.48533973823845,4.0,25.0,6.0,0.0,1
1243,1243,33282,33283,2.56090124495804,5.0,42.0,8.0,0.0,1
392,392,109820,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
1262,1262,195022,31891,0.0,0.0,45.0,18.0,0.0,0
839,839,42644,42647,2.52149054963188,6.0,70.0,11.0,0.0,1
1389,1389,38447,43668,3.50476628209773,8.0,3285.0,366.0,0.0,1
1132,1132,39750,39752,4.45671786674266,12.0,169.0,14.0,0.0,1
168,168,41930,41933,2.21976263740668,6.0,49.0,8.0,1.0,1
1663,1663,243051,31891,0.0,0.0,24.0,11.0,0.0,0
1004,1004,170199,31892,0.294014103795206,1.0,1452.0,87.0,0.0,0
960,960,118076,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0
847,847,88459,31892,0.169494474237384,1.0,8712.0,197.0,0.0,0
1087,1087,196078,31891,0.0,0.0,198.0,69.0,0.0,0
224,224,104014,31891,0.0,0.0,24.0,11.0,0.0,0
1112,1112,42862,42870,7.25731535758832,24.0,625.0,26.0,0.0,1
819,819,42867,42870,7.25731535758832,24.0,625.0,26.0,0.0,1
269,269,57935,31891,0.0,0.0,183.0,64.0,0.0,0
1638,1638,37402,37409,5.29772596784572,16.0,289.0,18.0,0.0,1
1439,1439,35814,31891,0.0,0.0,459.0,156.0,0.0,0
296,296,128690,31891,0.0,0.0,27.0,12.0,0.0,0
668,668,153055,31891,0.0,0.0,78.0,29.0,0.0,0
721,721,153059,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
1059,1059,140499,31891,0.0,0.0,264.0,91.0,0.0,0
1685,1685,57359,31891,0.0,0.0,84.0,31.0,0.0,0
1661,1661,41830,41837,5.58584426147805,17.0,414.0,24.0,0.0,1
1001,1001,41031,41037,3.64095690650735,8.0,126.0,15.0,0.0,1
1145,1145,41825,41826,5.55879699412066,17.0,324.0,19.0,0.0,1
1265,1265,43433,43437,1.22583597274357,3.0,300.0,37.0,0.0,1
1450,1450,66030,31891,0.267546386419054,1.0,150.0,52.0,0.0,0
607,607,38152,38162,4.207353265600919,11.0,216.0,19.0,0.0,1
185,185,41835,41836,5.55879699412066,17.0,324.0,19.0,0.0,1
1347,1347,39748,42619,4.59925116504389,12.0,741.0,58.0,0.0,1
286,286,243053,31892,0.531245729312505,2.0,858.0,77.0,0.0,0
848,848,33285,33287,2.51668896077654,5.0,36.0,7.0,0.0,1
221,221,41212,41216,5.75412659803509,18.0,950.0,51.0,0.0,1
862,862,40014,40018,1.95659338325871,3.0,16.0,5.0,0.0,1
1721,1721,42159,42160,2.16404256133344,3.0,32.0,9.0,0.0,1
63,63,43953,43954,1.27976691575222,3.0,1368.0,71.0,0.0,1
663,663,54563,31892,0.169494474237384,1.0,1254.0,84.0,0.0,0
1224,1224,41824,41833,5.666090098290829,17.0,1188.0,67.0,0.0,1
58,58,44150,44156,5.1505779401878495,15.0,256.0,17.0,0.0,1
30,30,36135,36138,5.051744202875111,12.0,442.0,35.0,0.0,1
167,167,41930,41933,2.21976263740668,6.0,49.0,8.0,1.0,1
1274,1274,34673,34675,1.13415785043884,2.0,9.0,4.0,1.0,1
1356,1356,43988,43996,2.48533973823845,4.0,25.0,6.0,1.0,1
455,455,73100,31892,0.232338493574117,1.0,396.0,71.0,0.0,0
703,703,41038,41040,3.56476047488388,8.0,81.0,10.0,0.0,1
1741,1741,63661,31891,0.23868315209103,1.0,33.0,13.0,0.0,0
1756,1756,106238,31892,0.233075271708509,1.0,2442.0,102.0,0.0,0
1298,1298,43073,43075,5.640528431066952,11.0,192.0,17.0,0.0,1
817,817,43990,43995,2.48533973823845,4.0,25.0,6.0,0.0,1
791,791,38002,38012,4.67845494301536,12.0,169.0,14.0,0.0,1
913,913,45666,31891,0.0,0.0,18.0,9.0,0.0,0
786,786,144287,31891,0.0,0.0,36.0,15.0,0.0,0
1737,1737,40977,40980,1.87698952279222,3.0,1760.0,183.0,0.0,1
1010,1010,39593,39599,4.60049577133676,12.0,169.0,14.0,0.0,1
384,384,42311,42319,2.38731329718186,6.0,63.0,10.0,0.0,1
685,685,34890,38816,3.20463620086032,10.0,2409.0,96.0,0.0,1
252,252,94533,31892,0.169494474237384,1.0,4620.0,135.0,0.0,0
1052,1052,204866,31891,0.0,0.0,42.0,17.0,0.0,0
702,702,71884,31892,0.239556115747019,1.0,792.0,77.0,0.0,0
1503,1503,42964,42968,5.31030969043141,11.0,264.0,23.0,0.0,1
236,236,42876,42882,7.25731535758832,24.0,625.0,26.0,0.0,1
527,527,243050,31891,0.0,0.0,24.0,11.0,0.0,0
73,73,118093,31892,0.169494474237384,1.0,3300.0,115.0,0.0,0
537,537,274235,31891,0.0,0.0,57.0,22.0,0.0,0
401,401,138502,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
1562,1562,269893,31891,0.267546386419054,1.0,45.0,17.0,0.0,0
677,677,106246,31892,0.233075271708509,1.0,2442.0,102.0,0.0,0
1703,1703,38447,43024,3.41032042900655,8.0,6570.0,375.0,0.0,1
1705,1705,85248,31891,0.0,0.0,93.0,34.0,0.0,0
799,799,36400,36403,1.82047845325367,2.0,9.0,4.0,1.0,1
100,100,238506,31892,0.239556115747019,1.0,1188.0,83.0,0.0,0
536,536,37394,37410,5.29772596784572,16.0,289.0,18.0,1.0,1
244,244,34744,34746,2.02624822118569,4.0,70.0,15.0,0.0,1
1130,1130,42967,42968,2.63487211058683,5.0,132.0,23.0,0.0,1
1159,1159,39755,42619,4.59925116504389,12.0,741.0,58.0,0.0,1
630,630,42860,42873,7.33260536931574,24.0,1750.0,71.0,0.0,1
49,49,44802,44803,6.647527702719951,17.0,324.0,19.0,0.0,1
440,440,163089,31891,0.0,0.0,9.0,6.0,0.0,0
1637,1637,179709,31891,0.0,0.0,78.0,29.0,0.0,0
1609,1609,165376,31891,0.506229538510084,2.0,33.0,12.0,0.0,0
187,187,106243,31892,0.233075271708509,1.0,3168.0,113.0,0.0,0
469,469,106240,31892,0.233075271708509,1.0,2442.0,102.0,0.0,0
475,475,41032,41037,3.64095690650735,8.0,126.0,15.0,0.0,1
416,416,176400,31891,0.23868315209103,1.0,54.0,20.0,0.0,0
193,193,140381,31892,0.169494474237384,1.0,462.0,72.0,0.0,0
1622,1622,162156,31892,0.7697243502066441,3.0,462.0,70.0,0.0,0
1,1,37596,37602,4.25318824511263,14.0,532.0,33.0,0.0,1
201,201,40196,40713,5.10299140716209,15.0,2898.0,134.0,0.0,1
371,371,70971,31891,0.0,0.0,24.0,11.0,0.0,0
1211,1211,95300,31892,0.169494474237384,1.0,1122.0,82.0,0.0,0
853,853,42991,42993,2.7905531327562403,5.0,36.0,7.0,0.0,1
827,827,106229,31892,0.233075271708509,1.0,1650.0,90.0,0.0,0
1009,1009,39204,43794,3.48027347774755,12.0,1121.0,66.0,0.0,1
699,699,195023,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
1394,1394,201858,31891,0.0,0.0,135.0,48.0,0.0,0
991,991,65231,31891,0.0,0.0,135.0,48.0,0.0,0
1729,1729,41035,41037,3.64095690650735,8.0,126.0,15.0,0.0,1
1639,1639,205842,31891,0.0,0.0,18.0,9.0,0.0,0
1341,1341,144288,31891,0.0,0.0,30.0,13.0,0.0,0
633,633,38160,38167,4.27206310779939,11.0,420.0,36.0,0.0,1
717,717,225692,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
348,348,109829,31891,0.0,0.0,87.0,32.0,0.0,0
614,614,42074,42076,3.25516997667566,11.0,144.0,13.0,0.0,1
869,869,42598,42599,3.34524852951811,8.0,81.0,10.0,1.0,1
1480,1480,38154,38156,4.15089991748027,11.0,144.0,13.0,0.0,1
409,409,138247,31891,0.0,0.0,21.0,10.0,0.0,0
1019,1019,42159,42162,1.92359338785195,3.0,16.0,5.0,0.0,1
670,670,32956,32965,5.32434022085387,15.0,256.0,17.0,1.0,1
1608,1608,34466,39949,9.41777369570719,36.0,27060.0,623.0,0.0,1
798,798,153061,31891,0.0,0.0,78.0,29.0,0.0,0
1084,1084,34237,34241,3.0833900542185004,6.0,49.0,8.0,0.0,1
1525,1525,35375,35377,1.46834985317808,2.0,159.0,54.0,1.0,1
1003,1003,141161,31891,0.0,0.0,39.0,16.0,0.0,0
1420,1420,87323,31892,0.169494474237384,1.0,660.0,75.0,0.0,0
715,715,42313,42316,2.5765603248204303,6.0,301.0,44.0,0.0,1
1270,1270,183440,31892,0.477584555383948,2.0,1122.0,81.0,0.0,0
1080,1080,48525,31892,0.477584555383948,2.0,1452.0,86.0,0.0,0
1482,1482,34617,41999,4.20592878963754,12.0,2013.0,82.0,0.0,1
1722,1722,44742,44744,1.82047845325367,2.0,15.0,6.0,0.0,1
1187,1187,109829,31892,0.169494474237384,1.0,1914.0,94.0,0.0,0
733,733,38233,38234,2.16404256133344,3.0,28.0,8.0,0.0,1
294,294,36589,36591,0.0,0.0,1.0,2.0,1.0,1
845,845,39750,39754,4.45671786674266,12.0,169.0,14.0,0.0,1
468,468,183441,31891,0.0,0.0,51.0,20.0,0.0,0
1687,1687,48581,31892,0.169494474237384,1.0,1386.0,86.0,0.0,0
1682,1682,37413,37417,5.44322533085745,16.0,2108.0,125.0,0.0,1
1504,1504,35300,35307,2.1298773893536898,4.0,882.0,73.0,0.0,1
964,964,42313,42318,2.5765603248204303,6.0,301.0,44.0,0.0,1
483,483,204869,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
331,331,134751,31892,0.477584555383948,2.0,2508.0,102.0,0.0,0
311,311,63598,31891,0.0,0.0,192.0,67.0,0.0,0
1292,1292,175363,31891,0.0,0.0,33.0,14.0,0.0,0
1172,1172,269891,31891,0.267546386419054,1.0,45.0,17.0,0.0,0
892,892,41787,41790,3.3662884287409103,7.0,64.0,9.0,0.0,1
154,154,104013,31892,1.09480540890609,4.0,1188.0,80.0,0.0,0
1351,1351,33035,43911,4.43868547539242,8.0,81.0,10.0,1.0,1
1330,1330,141162,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0
1240,1240,41031,41032,3.56476047488388,8.0,81.0,10.0,0.0,1
1588,1588,42865,42882,7.25731535758832,24.0,625.0,26.0,0.0,1
91,91,35879,35883,3.08096331182837,7.0,64.0,9.0,0.0,1
1696,1696,148319,31892,0.169494474237384,1.0,1782.0,92.0,0.0,0
1058,1058,141159,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0
1390,1390,183440,31891,0.0,0.0,51.0,20.0,0.0,0
1557,1557,52552,31891,0.0,0.0,291.0,100.0,0.0,0
45,45,109819,31891,0.0,0.0,69.0,26.0,0.0,0
684,684,42219,42220,1.15583851665472,3.0,126.0,22.0,0.0,1
8,8,39747,39749,4.45671786674266,12.0,169.0,14.0,1.0,1
727,727,47128,31891,0.0,0.0,96.0,35.0,0.0,0
1236,1236,41207,41218,5.747051505656557,18.0,855.0,46.0,0.0,1
1368,1368,90334,31892,0.233075271708509,1.0,1254.0,84.0,0.0,0
1328,1328,42866,42874,7.32568395434345,24.0,1550.0,63.0,0.0,1
1485,1485,34171,34172,2.16404256133344,3.0,16.0,5.0,0.0,1
914,914,99412,31892,0.169494474237384,1.0,6534.0,164.0,0.0,0
1151,1151,146951,31891,0.0,0.0,27.0,12.0,0.0,0
788,788,159882,31892,0.169494474237384,1.0,1716.0,91.0,0.0,0
321,321,41033,41034,3.56476047488388,8.0,81.0,10.0,0.0,1
579,579,42880,42882,7.25731535758832,24.0,625.0,26.0,0.0,1
923,923,37646,37653,2.6667369881082403,5.0,72.0,13.0,0.0,1
1198,1198,153069,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
1279,1279,45661,31892,0.0,0.0,660.0,76.0,0.0,0
1477,1477,37744,37746,3.6028696846181805,8.0,81.0,10.0,0.0,1
815,815,41783,41786,3.3662884287409103,7.0,64.0,9.0,0.0,1
199,199,39593,39596,4.60049577133676,12.0,169.0,14.0,0.0,1
1711,1711,73099,31891,0.0,0.0,18.0,9.0,0.0,0
1715,1715,176392,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
1576,1576,39017,39020,7.03968915585405,19.0,3200.0,161.0,0.0,1
175,175,209293,31891,0.0,0.0,33.0,14.0,0.0,0
730,730,94533,31891,0.0,0.0,210.0,73.0,0.0,0
204,204,41829,41836,5.55879699412066,17.0,324.0,19.0,0.0,1
1110,1110,41216,41219,5.75412659803509,18.0,950.0,51.0,0.0,1
429,429,162154,31891,0.0,0.0,21.0,10.0,0.0,0
541,541,37397,37409,5.29772596784572,16.0,289.0,18.0,0.0,1
1546,1546,41825,41835,5.55879699412066,17.0,324.0,19.0,0.0,1
247,247,106114,31891,0.267546386419054,1.0,24.0,10.0,0.0,0
21,21,32965,32966,5.32434022085387,15.0,256.0,17.0,0.0,1
1288,1288,175364,31891,0.0,0.0,105.0,38.0,0.0,0
659,659,36708,36710,3.85327903691596,9.0,100.0,11.0,0.0,1
1015,1015,41829,41834,5.56514997848675,17.0,342.0,20.0,0.0,1
1174,1174,141158,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0
657,657,72456,31892,0.169494474237384,1.0,4026.0,126.0,0.0,0
1255,1255,40288,40289,6.719851577602661,21.0,484.0,23.0,0.0,1
1443,1443,42860,42874,7.32568395434345,24.0,1550.0,63.0,0.0,1
740,740,43363,43370,3.3662884287409103,7.0,64.0,9.0,1.0,1
1008,1008,32970,32973,5.32434022085387,15.0,256.0,17.0,0.0,1
1142,1142,178786,31892,0.169494474237384,1.0,2376.0,101.0,0.0,0
646,646,35487,35490,2.22624019224823,5.0,66.0,12.0,0.0,1
1405,1405,41507,31892,0.294014103795206,1.0,1254.0,84.0,0.0,0
722,722,141148,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0
151,151,146952,31891,0.0,0.0,36.0,15.0,0.0,0
