,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
3734,3734,49554,49558,2.09421769373349,4.0,25.0,6.0,0.0,1
1783,1783,237551,31892,0.0,0.0,924.0,80.0,0.0,0
5046,5046,195293,31892,0.0,0.0,594.0,75.0,0.0,0
3192,3192,72300,31892,0.0,0.0,1386.0,87.0,0.0,0
6187,6187,277174,31892,0.0,0.0,396.0,72.0,0.0,0
6176,6176,50407,73651,3.3662884287409103,7.0,64.0,9.0,0.0,1
1619,1619,72456,31892,0.169494474237384,1.0,4026.0,126.0,0.0,0
4165,4165,50984,50986,4.43074910967559,12.0,169.0,14.0,0.0,1
3086,3086,77229,77232,3.83502961544825,9.0,100.0,11.0,0.0,1
3401,3401,73989,73990,2.48533973823845,4.0,25.0,6.0,0.0,1
504,504,99229,31892,0.0,0.0,2970.0,111.0,0.0,0
127,127,60510,60511,2.26643440806068,4.0,25.0,6.0,0.0,1
3242,3242,136708,31892,0.0,0.0,1386.0,87.0,0.0,0
4180,4180,56829,68269,2.68447970071069,7.0,14898.0,262.0,0.0,1
4725,4725,65960,71765,3.04908422301623,9.0,3132.0,134.0,0.0,1
6010,6010,94533,31892,0.169494474237384,1.0,4620.0,135.0,0.0,0
5057,5057,75594,75604,9.55757813944249,36.0,1369.0,38.0,0.0,1
3262,3262,42037,42040,3.90865033712927,9.0,100.0,11.0,0.0,1
3051,3051,75614,75615,9.55757813944249,36.0,1369.0,38.0,0.0,1
5249,5249,66069,31892,0.0,0.0,1122.0,83.0,0.0,0
1963,1963,43907,62818,1.46992854705917,6.0,247.0,26.0,0.0,1
1854,1854,69173,69190,5.8545490890829015,17.0,324.0,19.0,0.0,1
5229,5229,46659,46660,2.16404256133344,3.0,16.0,5.0,0.0,1
4794,4794,38119,38121,2.48533973823845,4.0,25.0,6.0,0.0,1
2210,2210,60043,79318,7.913692752616558,27.0,784.0,29.0,0.0,1
4220,4220,164475,31891,0.0,0.0,36.0,15.0,0.0,0
1304,1304,196078,31892,0.0,0.0,4356.0,132.0,0.0,0
1988,1988,53910,66584,6.3219064088857815,20.0,3750.0,135.0,0.0,1
2329,2329,207428,31892,0.0,0.0,462.0,73.0,0.0,0
3783,3783,63116,31892,0.0,0.0,330.0,71.0,0.0,0
777,777,45665,31891,0.0,0.0,18.0,9.0,0.0,0
5050,5050,87609,31892,0.0,0.0,462.0,73.0,0.0,0
1071,1071,206744,31892,0.0,0.0,990.0,81.0,0.0,0
3968,3968,67054,67075,10.828114104340901,41.0,2100.0,51.0,0.0,1
2743,2743,50058,50059,1.44269504088896,1.0,38.0,20.0,0.0,1
6062,6062,66609,66611,3.13274299209134,8.0,108.0,13.0,0.0,1
3699,3699,45597,77960,11.0405866350121,35.0,2340.0,66.0,0.640425531914894,1
6009,6009,58332,58335,9.87780415241518,32.0,11700.0,188.0,0.0,1
174,174,192151,31892,0.0,0.0,462.0,73.0,0.0,0
2111,2111,36713,36716,3.90865033712927,9.0,140.0,15.0,0.0,1
396,396,72396,72398,4.62194618879017,13.0,266.0,20.0,0.0,1
4548,4548,58221,58234,4.92600136196937,13.0,238.0,18.0,0.0,1
132,132,83053,31892,0.169494474237384,1.0,2706.0,106.0,0.0,0
4075,4075,46633,46641,2.5236491824249505,5.0,384.0,65.0,0.0,1
1223,1223,98321,31892,0.0,0.0,2772.0,108.0,0.0,0
6196,6196,48132,31892,0.0,0.0,6006.0,157.0,0.0,0
4581,4581,79195,79199,5.12732469654818,15.0,256.0,17.0,0.0,1
5193,5193,62202,62203,6.8884980693907,22.0,529.0,24.0,1.0,1
2264,2264,43024,31892,0.169494474237384,1.0,1188.0,83.0,0.0,0
1177,1177,271540,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
5973,5973,196080,31892,0.0,0.0,4356.0,132.0,0.0,0
2722,2722,66782,31892,0.0,0.0,1650.0,91.0,0.0,0
3404,3404,79191,79193,5.15419025607509,15.0,320.0,21.0,0.0,1
6220,6220,118076,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0
5520,5520,45539,45540,5.16977122296397,14.0,225.0,16.0,0.0,1
5734,5734,239787,31892,0.0,0.0,858.0,79.0,0.0,0
495,495,46448,46449,10.082022285507598,20.0,630.0,31.0,0.643729189789123,1
844,844,213801,31892,0.0,0.0,528.0,74.0,0.0,0
2905,2905,166173,31892,0.0,0.0,330.0,71.0,0.0,0
957,957,41788,41789,3.3662884287409103,7.0,64.0,9.0,0.0,1
4500,4500,74339,31892,0.0,0.0,198.0,69.0,0.0,0
5660,5660,70441,70448,4.414167289069732,11.0,156.0,14.0,0.0,1
6212,6212,73166,73176,4.0155056751841895,10.0,209.0,20.0,0.0,1
2397,2397,219431,31892,0.0,0.0,1320.0,86.0,0.0,0
5310,5310,230320,31892,0.0,0.0,396.0,72.0,0.0,0
1625,1625,62458,62459,3.04421663521046,7.0,855.0,65.0,0.0,1
4671,4671,92588,31907,0.0,0.0,399.0,40.0,0.0,0
4532,4532,63589,31892,0.0,0.0,2244.0,100.0,0.0,0
1664,1664,46086,46094,3.6095755313544,11.0,144.0,13.0,0.0,1
5195,5195,63256,63260,3.3662884287409103,7.0,64.0,9.0,0.0,1
284,284,73958,73962,2.48533973823845,4.0,25.0,6.0,0.0,1
1063,1063,67007,67017,2.87546545669082,8.0,450.0,51.0,0.0,1
3915,3915,225691,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
608,608,56386,59077,3.06511705228121,8.0,527.0,40.0,0.0,1
1114,1114,196080,31891,0.0,0.0,198.0,69.0,0.0,0
2007,2007,58026,31892,0.0,0.0,2046.0,97.0,0.0,0
732,732,60732,60733,1.62938110337775,3.0,24.0,7.0,0.0,1
892,892,169631,31892,0.0,0.0,1980.0,96.0,0.0,0
5066,5066,55431,55435,2.48533973823845,4.0,25.0,6.0,1.0,1
5828,5828,66704,31907,0.0,0.0,266.0,33.0,0.0,0
619,619,223395,31892,0.0,0.0,1386.0,87.0,0.0,0
1080,1080,274237,31891,0.0,0.0,57.0,22.0,0.0,0
1331,1331,67053,67058,10.8210390119624,41.0,1890.0,46.0,0.0,1
4491,4491,163090,31891,0.0,0.0,9.0,6.0,0.0,0
3926,3926,37646,37652,2.63487211058683,5.0,60.0,11.0,0.0,1
4167,4167,63592,31892,0.169494474237384,1.0,3102.0,112.0,0.0,0
1936,1936,69572,69577,4.96054379943353,14.0,225.0,16.0,0.0,1
3366,3366,46089,57442,4.02972305285206,13.0,1946.0,140.0,0.0,1
1640,1640,42079,76544,5.331612679813941,18.0,3990.0,211.0,0.0,1
5899,5899,146955,31892,0.0,0.0,792.0,78.0,0.0,0
1889,1889,41207,41214,5.67012554477531,18.0,361.0,20.0,0.0,1
4414,4414,50874,50875,3.46628945118825,10.0,121.0,12.0,0.0,1
4091,4091,230469,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
758,758,57026,72307,6.323487022895451,20.0,2163.0,104.0,0.0,1
6255,6255,47973,47977,2.6402728590840097,6.0,49.0,8.0,0.0,1
1328,1328,240511,31907,0.259730302172272,1.0,266.0,32.0,0.0,0
3534,3534,237982,31892,0.0,0.0,462.0,73.0,0.0,0
3956,3956,65535,65536,6.65658085581326,23.0,2208.0,93.0,0.0,1
4883,4883,191822,31892,0.0,0.0,1452.0,88.0,0.0,0
4748,4748,54617,54622,3.90865033712927,9.0,320.0,33.0,0.0,1
33,33,193771,31907,0.0,0.0,95.0,24.0,0.0,0
3190,3190,138246,31891,0.0,0.0,21.0,10.0,0.0,0
1647,1647,50537,31892,0.4170323914242461,1.0,264.0,69.0,0.0,0
2713,2713,65227,65232,2.64541709701429,8.0,558.0,63.0,0.0,1
2034,2034,100581,31892,0.0,0.0,1056.0,82.0,0.0,0
6162,6162,42873,42877,7.33260536931574,24.0,1750.0,71.0,0.0,1
967,967,74644,74645,2.19072952992995,5.0,36.0,7.0,1.0,1
354,354,96232,31892,0.0,0.0,528.0,74.0,0.0,0
3852,3852,180691,31891,0.0,0.0,36.0,15.0,0.0,0
3681,3681,70466,31892,0.0,0.0,330.0,71.0,0.0,0
1182,1182,67016,31892,0.0,0.0,1188.0,84.0,0.0,0
2389,2389,48581,31892,0.169494474237384,1.0,1386.0,86.0,0.0,0
1189,1189,65564,31892,0.0,0.0,1584.0,90.0,0.0,0
2979,2979,36294,31892,0.0,0.0,858.0,79.0,0.0,0
3240,3240,138939,31892,0.0,0.0,924.0,80.0,0.0,0
999,999,264370,31892,0.0,0.0,924.0,80.0,0.0,0
4810,4810,32150,32151,2.16404256133344,3.0,16.0,5.0,1.0,1
697,697,54506,54512,4.51291239034623,14.0,720.0,49.0,0.0,1
3546,3546,58598,58600,2.18594727938283,5.0,42.0,8.0,0.0,1
2884,2884,96573,31892,0.169494474237384,1.0,1650.0,90.0,0.0,0
5582,5582,72471,72472,5.04943264311137,5.0,36.0,7.0,1.0,1
845,845,262381,31892,0.0,0.0,594.0,75.0,0.0,0
4374,4374,59227,59230,2.42211543023008,4.0,25.0,6.0,0.0,1
3418,3418,67064,67083,10.8210390119624,41.0,1890.0,46.0,0.0,1
3134,3134,62640,62651,3.02461132516217,6.0,161.0,24.0,0.0,1
3797,3797,92592,31907,0.0,0.0,399.0,40.0,0.0,0
4028,4028,70852,70853,2.16404256133344,3.0,16.0,5.0,0.0,1
5531,5531,98312,31892,0.0,0.0,5214.0,145.0,0.0,0
4650,4650,70001,71014,4.665086433248219,15.0,1365.0,59.0,0.0,1
3188,3188,99165,31892,0.0,0.0,990.0,81.0,0.0,0
1265,1265,203062,31892,0.0,0.0,2376.0,102.0,0.0,0
4502,4502,206749,31892,0.0,0.0,990.0,81.0,0.0,0
317,317,278506,31907,0.0,0.0,95.0,24.0,0.0,0
952,952,69811,31892,0.169494474237384,1.0,3762.0,122.0,0.0,0
961,961,42802,31892,0.0,0.0,2376.0,102.0,0.0,0
6257,6257,100083,31891,0.23868315209103,1.0,48.0,18.0,0.0,0
5062,5062,50902,62037,15.249269737114696,64.0,4810.0,75.0,0.5737704918032789,1
1739,1739,144284,31891,0.0,0.0,18.0,9.0,0.0,0
964,964,44931,60481,3.52021070768274,9.0,1479.0,71.0,0.0,1
2588,2588,42697,54509,4.471128528653139,14.0,420.0,29.0,0.0,1
1318,1318,73098,31892,0.232338493574117,1.0,1386.0,86.0,0.0,0
5465,5465,53038,53040,1.82047845325367,2.0,9.0,4.0,1.0,1
3320,3320,271660,31907,0.0,0.0,1045.0,74.0,0.0,0
2282,2282,70333,70335,5.60541877621477,16.0,306.0,19.0,0.0,1
4418,4418,66606,66613,3.08005298315977,8.0,81.0,10.0,1.0,1
980,980,53364,53375,4.30064945128891,13.0,798.0,58.0,0.0,1
2293,2293,92028,31891,0.23868315209103,1.0,84.0,30.0,0.0,0
667,667,92025,31892,0.30010162850041305,1.0,594.0,74.0,0.0,0
480,480,87212,31892,0.169494474237384,1.0,2772.0,107.0,0.0,0
5259,5259,65861,65871,6.963381352654671,22.0,529.0,24.0,0.0,1
3398,3398,187071,31892,0.0,0.0,990.0,81.0,0.0,0
5614,5614,40487,31892,0.0,0.0,990.0,81.0,0.0,0
1235,1235,262379,31892,0.0,0.0,594.0,75.0,0.0,0
5965,5965,80439,80447,3.50049527363806,8.0,81.0,10.0,0.0,1
6198,6198,69398,69404,2.46907476486227,5.0,36.0,7.0,0.0,1
770,770,229801,31892,0.0,0.0,1320.0,86.0,0.0,0
6346,6346,98325,31892,0.0,0.0,4884.0,140.0,0.0,0
866,866,49261,57429,5.77780126787437,20.0,5859.0,136.0,0.0,1
333,333,175441,31892,0.0,0.0,792.0,78.0,0.0,0
4344,4344,73318,73321,4.0765789578928,13.0,560.0,41.0,0.0,1
4364,4364,191361,31892,0.0,0.0,1254.0,85.0,0.0,0
1108,1108,87764,31892,0.281266414062728,1.0,330.0,70.0,0.0,0
502,502,230468,31891,0.0,0.0,24.0,11.0,0.0,0
3620,3620,138248,31891,0.0,0.0,21.0,10.0,0.0,0
3579,3579,70184,76785,4.61967439797139,14.0,840.0,57.0,0.0,1
1694,1694,45053,66618,2.8295111232773595,6.0,49.0,8.0,0.0,1
5757,5757,258400,31892,1.6213178847786498,6.0,858.0,73.0,0.0,0
1827,1827,206748,31892,0.0,0.0,990.0,81.0,0.0,0
5311,5311,129899,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
5636,5636,103804,31892,0.0,0.0,1254.0,85.0,0.0,0
138,138,75599,75613,9.55757813944249,36.0,1369.0,38.0,0.0,1
2915,2915,67010,31892,0.0,0.0,1056.0,82.0,0.0,0
1268,1268,72442,31892,0.0,0.0,5214.0,145.0,0.0,0
1800,1800,38664,38666,2.4738427563829704,6.0,49.0,8.0,0.0,1
1234,1234,197280,31907,0.0,0.0,114.0,25.0,0.0,0
4641,4641,60982,60983,2.8678967829276605,7.0,64.0,9.0,1.0,1
5267,5267,39020,31892,0.0,0.0,10560.0,226.0,0.0,0
5541,5541,71429,71431,2.64460973408961,7.0,64.0,9.0,0.0,1
5574,5574,45530,45535,5.16977122296397,14.0,225.0,16.0,0.0,1
2269,2269,56763,56767,3.17469056212469,7.0,64.0,9.0,0.0,1
1724,1724,61604,31892,0.169494474237384,1.0,330.0,70.0,0.0,0
1721,1721,60108,60111,2.7905531327562403,5.0,36.0,7.0,0.0,1
5791,5791,70323,70334,5.60541877621477,16.0,306.0,19.0,0.0,1
5485,5485,99412,31892,0.169494474237384,1.0,6534.0,164.0,0.0,0
1729,1729,119602,31892,0.0,0.0,462.0,73.0,0.0,0
2349,2349,69422,69427,3.0833900542185004,6.0,49.0,8.0,1.0,1
3339,3339,57358,31892,0.0,0.0,5280.0,146.0,0.0,0
1386,1386,69818,69823,1.92698756920476,5.0,36.0,7.0,1.0,1
4501,4501,73314,73316,4.05645731235465,13.0,434.0,32.0,0.0,1
2316,2316,63592,63610,7.600694062089139,27.0,1316.0,48.0,0.0,1
5799,5799,46089,57438,4.53583903324143,15.0,4587.0,157.0,0.0,1
3667,3667,128063,31892,0.0,0.0,396.0,72.0,0.0,0
1692,1692,78772,78773,1.82047845325367,2.0,9.0,4.0,0.0,1
1796,1796,73274,73275,2.97442090903633,7.0,64.0,9.0,0.0,1
3549,3549,38353,46085,5.75521383139623,19.0,1323.0,57.0,0.0,1
3608,3608,48570,31892,0.169494474237384,1.0,1056.0,81.0,0.0,0
69,69,42299,66292,2.55131880392878,6.0,198.0,23.0,0.0,1
289,289,50916,50917,1.3272716180510802,2.0,15.0,6.0,0.0,1
1149,1149,67062,67095,10.8210390119624,41.0,1890.0,46.0,0.0,1
4480,4480,224146,31892,0.0,0.0,396.0,72.0,0.0,0
5866,5866,250709,31891,0.0,0.0,42.0,17.0,0.0,0
760,760,56381,56386,2.9075971485417003,9.0,442.0,34.0,0.0,1
5282,5282,79262,79263,0.0,0.0,1.0,2.0,1.0,1
2280,2280,45620,66838,0.586425429742688,2.0,748.0,77.0,0.0,1
4710,4710,51438,51452,3.95606699959198,10.0,121.0,12.0,1.0,1
649,649,54817,54823,7.986997799301291,26.0,1593.0,60.0,0.0,1
1754,1754,67069,67082,10.8210390119624,41.0,1890.0,46.0,0.0,1
2619,2619,240865,31892,0.0,0.0,660.0,76.0,0.0,0
3263,3263,65766,65767,2.71921223042507,6.0,98.0,15.0,0.0,1
2667,2667,213279,31892,0.0,0.0,396.0,72.0,0.0,0
5566,5566,51337,51339,2.33925472884637,5.0,186.0,32.0,0.0,1
1255,1255,45112,45118,1.18319764703623,2.0,9.0,4.0,1.0,1
5248,5248,38167,53091,3.41605018324858,8.0,490.0,41.0,0.0,1
3417,3417,42867,42869,7.25731535758832,24.0,625.0,26.0,0.0,1
323,323,80336,80337,2.16404256133344,3.0,16.0,5.0,0.0,1
4855,4855,57847,66814,5.54024947763242,19.0,2247.0,109.0,0.0,1
573,573,67059,67060,11.884756458961801,44.0,2025.0,46.0,0.0,1
5404,5404,241719,31892,0.0,0.0,660.0,76.0,0.0,0
3893,3893,61170,61173,4.03004244969776,13.0,434.0,32.0,0.0,1
3764,3764,130765,31891,0.0,0.0,12.0,7.0,0.0,0
4680,4680,75586,31892,0.0,0.0,2442.0,103.0,0.0,0
3982,3982,59459,59462,2.69063498090789,7.0,64.0,9.0,0.0,1
1506,1506,92652,31891,0.0,0.0,81.0,30.0,0.0,0
2656,2656,196505,31892,0.0,0.0,792.0,78.0,0.0,0
747,747,46688,46692,4.74952304115261,13.0,196.0,15.0,0.0,1
6208,6208,269511,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
3410,3410,59019,59021,4.7023026755630895,13.0,196.0,15.0,0.0,1
5031,5031,128471,31892,0.0,0.0,2112.0,98.0,0.0,0
1353,1353,73193,73200,4.1453548257342,13.0,658.0,48.0,0.0,1
6301,6301,176330,31892,0.0,0.0,1584.0,90.0,0.0,0
5949,5949,67487,67488,5.63313719997936,12.0,169.0,14.0,1.0,1
4844,4844,41206,57935,4.46722426122972,13.0,7076.0,164.0,0.0,1
4292,4292,111303,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
133,133,169580,31892,0.0,0.0,990.0,81.0,0.0,0
2540,2540,134774,31892,0.0,0.0,528.0,74.0,0.0,0
3148,3148,63589,63610,7.57684587221007,27.0,952.0,35.0,0.0,1
3476,3476,78233,31891,0.0,0.0,108.0,39.0,0.0,0
4106,4106,64166,64178,5.35273184279595,16.0,289.0,18.0,0.0,1
4141,4141,81812,31892,0.0,0.0,660.0,76.0,0.0,0
3873,3873,83303,31907,0.563143377714551,2.0,190.0,27.0,0.0,0
2104,2104,209513,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
2458,2458,129191,31892,0.0,0.0,528.0,74.0,0.0,0
3960,3960,47807,61787,2.07715621922218,5.0,42.0,8.0,0.0,1
2312,2312,67056,67063,10.8210390119624,41.0,1890.0,46.0,0.0,1
4754,4754,103533,31892,0.0,0.0,1386.0,87.0,0.0,0
5216,5216,65519,65529,6.5630743031638,23.0,576.0,25.0,0.0,1
4447,4447,79267,79270,2.9484148935387005,6.0,49.0,8.0,0.0,1
2975,2975,100087,31891,0.506229538510084,2.0,99.0,34.0,0.0,0
1798,1798,130765,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
41,41,48582,59871,5.73984714669898,15.0,340.0,22.0,0.63768115942029,1
2192,2192,156129,31892,0.0,0.0,1848.0,94.0,0.0,0
2594,2594,67662,67665,3.5878123762873,9.0,100.0,11.0,0.0,1
4818,4818,88456,31892,0.0,0.0,858.0,79.0,0.0,0
3181,3181,73112,73117,3.4151922538417403,10.0,121.0,12.0,0.0,1
4587,4587,60807,73287,4.988144599324,16.0,3996.0,112.0,0.0,1
1025,1025,54502,54509,4.474255952780191,14.0,435.0,30.0,0.0,1
570,570,67012,31892,0.0,0.0,726.0,77.0,0.0,0
746,746,38446,31907,0.0,0.0,399.0,40.0,0.0,0
1143,1143,32963,32965,5.32434022085387,15.0,256.0,17.0,0.0,1
2399,2399,96986,31892,0.0,0.0,660.0,76.0,0.0,0
5337,5337,42864,42874,7.32568395434345,24.0,1550.0,63.0,0.0,1
5435,5435,92649,31892,0.0,0.0,330.0,71.0,0.0,0
721,721,232892,31892,0.0,0.0,528.0,74.0,0.0,0
3601,3601,42158,42159,1.92359338785195,3.0,16.0,5.0,1.0,1
1238,1238,46793,31892,0.169494474237384,1.0,198.0,68.0,0.0,0
652,652,153065,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
2324,2324,72314,31892,0.0,0.0,1386.0,87.0,0.0,0
825,825,76521,76522,2.8080538808292204,4.0,35.0,8.0,0.852941176470588,1
5833,5833,72302,72315,6.21079063023418,20.0,441.0,22.0,0.0,1
994,994,143288,31892,0.0,0.0,726.0,77.0,0.0,0
1766,1766,124899,31892,0.531245729312505,2.0,528.0,72.0,0.0,0
456,456,35232,37887,2.43734052733918,5.0,1746.0,110.0,0.0,1
6160,6160,73145,73146,2.38816639625895,5.0,36.0,7.0,0.0,1
6166,6166,61608,31892,0.169494474237384,1.0,1254.0,84.0,0.0,0
2198,2198,72442,75605,9.61330954965666,36.0,3239.0,84.0,0.0,1
2136,2136,59004,59017,4.7023026755630895,13.0,196.0,15.0,0.0,1
830,830,66785,31892,0.0,0.0,726.0,77.0,0.0,0
4267,4267,98317,31892,0.0,0.0,2772.0,108.0,0.0,0
4676,4676,69809,31892,0.0,0.0,198.0,69.0,0.0,0
4227,4227,61195,69257,10.3130415963235,39.0,1960.0,50.0,0.0,1
2041,2041,124317,31892,0.0,0.0,264.0,70.0,0.0,0
2574,2574,80809,31892,0.0,0.0,4092.0,128.0,0.0,0
3687,3687,51909,31907,0.267546386419054,1.0,418.0,40.0,0.0,0
1029,1029,143429,31892,0.0,0.0,990.0,81.0,0.0,0
2562,2562,60701,31892,0.169494474237384,1.0,10692.0,227.0,0.0,0
4885,4885,56553,56554,3.84841557005145,10.0,121.0,12.0,0.0,1
525,525,70969,31892,0.232338493574117,1.0,528.0,73.0,0.0,0
3735,3735,102288,31892,0.169494474237384,1.0,1386.0,86.0,0.0,0
3098,3098,109820,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
3350,3350,59013,59015,4.82003660068881,13.0,644.0,47.0,0.0,1
958,958,67062,67064,11.884756458961801,44.0,2025.0,46.0,0.0,1
6167,6167,50633,50636,3.3448277312143304,9.0,180.0,19.0,0.538922155688623,1
5085,5085,56901,58262,1.73966901778771,5.0,102.0,18.0,0.0,1
2337,2337,39563,39565,1.46834985317808,2.0,9.0,4.0,1.0,1
350,350,41031,41039,3.56476047488388,8.0,81.0,10.0,0.0,1
67,67,106234,31891,0.0,0.0,75.0,28.0,0.0,0
1950,1950,211270,31892,0.0,0.0,396.0,72.0,0.0,0
5563,5563,57910,31892,0.0,0.0,1122.0,83.0,0.0,0
3003,3003,54892,31892,0.0,0.0,4950.0,141.0,0.0,0
708,708,67710,67713,3.01239093569848,8.0,144.0,17.0,0.0,1
5923,5923,66821,68149,2.4898588945676097,8.0,81.0,10.0,1.0,1
1595,1595,92135,31892,0.0,0.0,594.0,75.0,0.0,0
1630,1630,44145,44147,5.1505779401878495,15.0,256.0,17.0,1.0,1
560,560,43018,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
2289,2289,75590,31892,0.0,0.0,2442.0,103.0,0.0,0
823,823,71656,31892,0.0,0.0,264.0,70.0,0.0,0
445,445,53147,67563,2.33596619573626,8.0,2115.0,236.0,0.0,1
2554,2554,134445,31892,0.0,0.0,858.0,79.0,0.0,0
3259,3259,228014,31892,0.0,0.0,198.0,69.0,0.0,0
4947,4947,61032,61036,4.8016274732771,10.0,154.0,15.0,1.0,1
2937,2937,143292,31892,0.0,0.0,726.0,77.0,0.0,0
3944,3944,264374,31892,0.0,0.0,924.0,80.0,0.0,0
314,314,66068,66074,5.1089474633827,16.0,289.0,18.0,0.0,1
2590,2590,44094,76706,9.00628924696588,32.0,2346.0,65.0,0.0,1
3825,3825,66855,66859,2.27098542590208,6.0,112.0,17.0,0.0,1
2647,2647,44145,44153,5.1505779401878495,15.0,256.0,17.0,1.0,1
2910,2910,191362,31892,0.0,0.0,1254.0,85.0,0.0,0
4655,4655,56270,59589,2.63129204506928,7.0,1098.0,72.0,0.0,1
1245,1245,59458,59459,2.69063498090789,7.0,64.0,9.0,1.0,1
2469,2469,195030,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
3774,3774,170178,31892,0.0,0.0,792.0,78.0,0.0,0
4570,4570,99406,31892,0.169494474237384,1.0,2046.0,96.0,0.0,0
5356,5356,153055,31891,0.0,0.0,78.0,29.0,0.0,0
3594,3594,78483,78487,4.17032391424246,10.0,121.0,12.0,0.0,1
1117,1117,46986,46987,2.16404256133344,3.0,16.0,5.0,1.0,1
216,216,67012,67014,3.48228740983215,10.0,242.0,23.0,0.0,1
403,403,59485,59492,7.91176850522367,20.0,1575.0,76.0,0.0,1
4931,4931,104015,31892,0.271085030681817,1.0,528.0,73.0,0.0,0
4668,4668,156296,31892,0.0,0.0,726.0,77.0,0.0,0
2709,2709,40720,65525,6.59173261610525,23.0,792.0,34.0,0.0,1
5716,5716,72445,72452,4.05920650561581,12.0,418.0,29.0,0.0,1
3993,3993,80819,31892,0.0,0.0,1650.0,91.0,0.0,0
1303,1303,92602,31907,0.0,0.0,399.0,40.0,0.0,0
