,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
6464,6464,95250,95253,5.01360553775868,13.0,280.0,21.0,0.0,1
8506,8506,98337,32275,0.0,0.0,464.0,45.0,0.0,0
2346,2346,181354,32431,0.0,0.0,1148.0,69.0,0.0,0
6862,6862,57549,57550,2.1092610787558503,6.0,49.0,8.0,1.0,1
162,162,63373,31892,0.0,0.0,462.0,73.0,0.0,0
3360,3360,80154,80161,3.0833900542185004,6.0,140.0,21.0,0.0,1
16,16,94656,32390,0.0,0.0,288.0,34.0,0.0,0
8958,8958,83013,83019,3.90865033712927,9.0,100.0,11.0,0.0,1
12606,12606,114896,32390,0.285999667502674,1.0,72.0,21.0,0.0,0
4242,4242,37514,37518,4.2765543034540485,11.0,216.0,19.0,0.0,1
862,862,58127,58128,2.40538366141928,5.0,48.0,9.0,0.0,1
466,466,192154,31892,0.0,0.0,462.0,73.0,0.0,0
10223,10223,258703,31907,0.0,0.0,57.0,22.0,0.0,0
10940,10940,111473,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
3735,3735,148837,31942,0.283578492051333,1.0,184.0,30.0,0.0,0
11342,11342,93278,93285,7.99444367342823,27.0,784.0,29.0,0.0,1
12026,12026,94941,94968,9.33979039754134,34.0,1225.0,36.0,0.0,1
5739,5739,180256,31892,0.0,0.0,792.0,78.0,0.0,0
2577,2577,138041,31892,0.0,0.0,4290.0,131.0,0.0,0
11864,11864,164176,31892,0.0,0.0,924.0,80.0,0.0,0
8226,8226,103212,103219,10.8503020484673,41.0,2016.0,49.0,0.0,1
7926,7926,224658,31892,0.0,0.0,528.0,74.0,0.0,0
8824,8824,181360,31892,0.0,0.0,3102.0,113.0,0.0,0
7609,7609,94948,94953,9.33979039754134,34.0,1225.0,36.0,0.0,1
1942,1942,116875,32431,0.0,0.0,308.0,39.0,0.0,0
6360,6360,123285,31891,0.0,0.0,81.0,30.0,0.0,0
4347,4347,275593,31892,0.0,0.0,528.0,74.0,0.0,0
4226,4226,174979,32275,0.281266414062728,1.0,64.0,19.0,0.0,0
4641,4641,126744,32275,0.258317766807329,1.0,288.0,33.0,0.0,0
10857,10857,50850,52029,0.0,0.0,23.0,24.0,0.388,1
10318,10318,273892,32390,0.0,0.0,270.0,33.0,0.0,0
11370,11370,53367,53381,4.297314123745299,13.0,575.0,35.0,0.0,1
1993,1993,126858,32275,0.0,0.0,128.0,24.0,0.0,0
8713,8713,224186,32431,0.0,0.0,364.0,41.0,0.0,0
1291,1291,80908,32431,0.0,0.0,336.0,40.0,0.0,0
322,322,61734,61741,3.00378619375201,6.0,49.0,8.0,1.0,1
9296,9296,93271,93273,0.285999667502674,1.0,4.0,3.0,0.0,1
10032,10032,130009,31892,0.0,0.0,1914.0,95.0,0.0,0
698,698,95299,32123,0.0,0.0,450.0,43.0,0.0,0
6818,6818,192153,31892,0.0,0.0,462.0,73.0,0.0,0
11919,11919,48536,51561,4.944005415143018,14.0,2280.0,105.0,0.0,1
9696,9696,240512,31908,0.259730302172272,1.0,418.0,40.0,0.0,0
150,150,271644,32390,0.183741868630683,1.0,144.0,25.0,0.0,0
587,587,88834,88838,3.0833900542185004,6.0,49.0,8.0,0.0,1
4435,4435,52775,52777,0.0,0.0,1.0,2.0,1.0,1
12559,12559,59734,59736,2.16404256133344,3.0,16.0,5.0,1.0,1
9909,9909,59588,92475,1.82047845325367,2.0,760.0,56.0,0.0,1
9607,9607,110677,31892,0.0,0.0,3498.0,119.0,0.0,0
3534,3534,83167,83168,3.4094904492749,8.0,360.0,31.0,0.478374836173001,1
6728,6728,65231,31892,0.169494474237384,1.0,2970.0,110.0,0.0,0
69,69,53600,53608,4.28469610509728,11.0,144.0,13.0,0.0,1
4866,4866,98334,31892,0.0,0.0,1914.0,95.0,0.0,0
7146,7146,38299,98141,9.439260120735142,36.0,2960.0,81.0,0.0,1
3357,3357,79766,32390,0.285999667502674,1.0,180.0,27.0,0.0,0
4365,4365,73189,73199,7.55865537167325,23.0,624.0,27.0,0.0,1
12115,12115,103208,103226,10.863373753464801,41.0,2478.0,60.0,0.0,1
6093,6093,239192,31892,0.0,0.0,726.0,77.0,0.0,0
10299,10299,102823,102829,3.6473630060965,10.0,121.0,12.0,0.0,1
2278,2278,239636,31892,0.169494474237384,1.0,660.0,75.0,0.0,0
6126,6126,52545,31892,0.0,0.0,2310.0,101.0,0.0,0
10468,10468,40591,40594,1.24538454511585,3.0,16.0,5.0,1.0,1
8366,8366,73867,31908,0.259730302172272,1.0,950.0,68.0,0.0,0
375,375,106426,106431,2.16404256133344,3.0,16.0,5.0,1.0,1
12364,12364,73867,32390,0.0,0.0,900.0,68.0,0.0,0
2892,2892,100456,108602,4.08310561828075,14.0,1185.0,80.0,0.0,1
6858,6858,216453,31892,0.0,0.0,2376.0,102.0,0.0,0
4054,4054,83303,31907,0.563143377714551,2.0,190.0,27.0,0.0,0
12507,12507,207427,31892,0.0,0.0,462.0,73.0,0.0,0
8206,8206,66031,31891,0.506229538510084,2.0,120.0,41.0,0.0,0
6521,6521,265973,32275,0.0,0.0,272.0,33.0,0.0,0
6171,6171,52176,52177,4.4089331260904014,7.0,184.0,24.0,0.0,1
6616,6616,219610,32275,0.0,0.0,80.0,21.0,0.0,0
4618,4618,72857,32390,0.183741868630683,1.0,144.0,25.0,0.0,0
10521,10521,105708,105715,9.349539829410539,35.0,1296.0,37.0,0.0,1
12500,12500,144286,31891,0.0,0.0,18.0,9.0,0.0,0
3700,3700,242976,31892,0.0,0.0,726.0,77.0,0.0,0
8379,8379,265974,32275,0.0,0.0,272.0,33.0,0.0,0
12066,12066,112783,31942,0.0,0.0,276.0,35.0,0.0,0
9712,9712,37597,75631,5.71815429906071,18.0,1452.0,70.0,0.0,1
8069,8069,100583,108592,3.76948330649352,12.0,729.0,42.0,0.0,1
986,986,67056,67090,10.8210390119624,41.0,1890.0,46.0,0.0,1
8207,8207,67090,67095,10.8161899365572,41.0,1764.0,43.0,0.0,1
7722,7722,167587,31892,0.0,0.0,528.0,74.0,0.0,0
5943,5943,225694,31891,0.0,0.0,27.0,12.0,0.0,0
12712,12712,108621,31891,0.0,0.0,249.0,86.0,0.0,0
2950,2950,88940,88947,4.92600136196937,13.0,196.0,15.0,0.0,1
8029,8029,139769,32390,0.285999667502674,1.0,72.0,21.0,0.0,0
5434,5434,96149,31892,0.0,0.0,858.0,79.0,0.0,0
1828,1828,51236,51240,3.38770433849173,9.0,210.0,22.0,0.0,1
489,489,54563,54564,3.0686515764439304,8.0,266.0,25.0,0.879656160458453,1
8926,8926,50868,32275,0.0,0.0,176.0,27.0,0.0,0
12693,12693,83347,83350,2.16404256133344,3.0,16.0,5.0,0.0,1
11196,11196,140375,31892,0.169494474237384,1.0,462.0,72.0,0.0,0
8904,8904,79611,31929,0.294014103795206,1.0,238.0,40.0,0.0,0
4801,4801,57663,63116,1.9613977295615697,4.0,315.0,64.0,0.0,1
11111,11111,86400,86402,4.07222051172202,10.0,121.0,12.0,1.0,1
1348,1348,189474,31892,0.0,0.0,2838.0,109.0,0.0,0
6529,6529,170789,32275,0.0,0.0,96.0,22.0,0.0,0
5176,5176,60373,60375,3.3662884287409103,7.0,64.0,9.0,0.0,1
7622,7622,72442,31892,0.0,0.0,5214.0,145.0,0.0,0
9185,9185,80650,99190,2.81097909772561,6.0,1717.0,112.0,0.0,1
215,215,39698,39700,2.1440934156206,5.0,54.0,10.0,0.0,1
11681,11681,58420,88769,4.84258999360371,13.0,893.0,53.0,0.0,1
1408,1408,87246,87251,3.2878196861597697,7.0,64.0,9.0,0.0,1
11711,11711,65234,32275,0.0,0.0,3952.0,263.0,0.0,0
8178,8178,125385,32431,0.0,0.0,140.0,33.0,0.0,0
9346,9346,71267,71269,3.64587416922491,13.0,2128.0,81.0,0.0,1
9944,9944,58308,31892,0.0,0.0,9306.0,207.0,0.0,0
13170,13170,77628,31892,1.09480540890609,4.0,1584.0,86.0,0.0,0
7760,7760,160337,31892,0.0,0.0,1122.0,83.0,0.0,0
1295,1295,201491,31892,0.0,0.0,660.0,76.0,0.0,0
9056,9056,50847,50853,3.79328484412982,9.0,100.0,11.0,0.0,1
8473,8473,69575,69579,4.99018990060727,14.0,285.0,20.0,0.0,1
9319,9319,88211,98783,3.8187548559579514,9.0,100.0,11.0,0.0,1
4584,4584,45972,45975,4.2154592019202415,12.0,169.0,14.0,0.0,1
4009,4009,79238,31908,0.0,0.0,266.0,33.0,0.0,0
10167,10167,41938,92132,3.51046017038307,8.0,216.0,25.0,0.0,1
124,124,111304,31891,0.0,0.0,12.0,7.0,0.0,0
5204,5204,85247,31892,0.169494474237384,1.0,1254.0,84.0,0.0,0
12019,12019,78822,78825,1.46975338108752,3.0,60.0,16.0,0.0,1
2573,2573,53353,85887,2.83037364384973,7.0,536.0,68.0,0.0,1
9125,9125,54618,54619,3.7628948634038095,9.0,100.0,11.0,0.0,1
9499,9499,95298,31892,0.169494474237384,1.0,1122.0,82.0,0.0,0
2361,2361,98380,98381,6.299754288735981,19.0,400.0,21.0,0.0,1
10815,10815,116665,32275,0.0,0.0,608.0,54.0,0.0,0
2852,2852,101651,32131,1.64885970197095,4.0,42.0,9.0,0.0,0
12708,12708,94196,94198,5.1693911357023,12.0,169.0,14.0,1.0,1
4617,4617,42073,32275,0.0,0.0,192.0,28.0,0.0,0
11859,11859,57875,57890,5.88159635644029,17.0,324.0,19.0,0.0,1
11293,11293,69949,69955,5.90913707877184,15.0,352.0,23.0,0.0,1
13091,13091,35131,86932,3.7076243405225098,10.0,540.0,47.0,0.0,1
11744,11744,108795,108796,3.0833900542185004,6.0,49.0,8.0,0.0,1
699,699,204604,32431,0.0,0.0,308.0,39.0,0.0,0
3525,3525,162311,31892,0.0,0.0,2046.0,97.0,0.0,0
6990,6990,95161,95168,2.8935759310191203,8.0,81.0,10.0,1.0,1
6682,6682,80992,81000,3.55510666626279,8.0,81.0,10.0,1.0,1
10547,10547,69883,83806,5.124017303043789,14.0,858.0,47.0,0.0,1
2142,2142,118816,32275,0.0,0.0,496.0,47.0,0.0,0
7185,7185,79332,79333,2.00080566744021,3.0,16.0,5.0,0.0,1
6087,6087,100577,32275,0.0,0.0,256.0,32.0,0.0,0
12246,12246,80157,80158,2.9032999125440897,6.0,49.0,8.0,0.0,1
7514,7514,204362,31930,0.294014103795206,1.0,182.0,32.0,0.0,0
4558,4558,36234,50622,2.7574478586797,6.0,80.0,12.0,0.0,1
10298,10298,56165,109041,3.42508795541154,9.0,620.0,42.0,0.0,1
10594,10594,106266,106270,2.6849093303672498,6.0,112.0,17.0,0.0,1
815,815,108449,108454,3.3662884287409103,7.0,64.0,9.0,0.0,1
9905,9905,75587,75613,9.612284411235539,36.0,3330.0,91.0,0.0,1
1368,1368,191365,31892,0.0,0.0,1254.0,85.0,0.0,0
1868,1868,88677,88679,1.82047845325367,2.0,9.0,4.0,1.0,1
7478,7478,270465,31892,0.0,0.0,528.0,74.0,0.0,0
80,80,100114,100117,8.08390875507347,27.0,784.0,29.0,0.0,1
2427,2427,219433,31891,0.0,0.0,54.0,21.0,0.0,0
8743,8743,44095,100282,4.7847316225623215,15.0,736.0,47.0,0.0,1
6111,6111,73054,73058,2.5720657781001,5.0,36.0,7.0,0.0,1
12761,12761,271775,31892,0.0,0.0,396.0,72.0,0.0,0
7836,7836,76089,76091,2.16404256133344,3.0,204.0,52.0,0.0,1
8170,8170,50878,32390,0.183741868630683,1.0,198.0,28.0,0.0,0
5057,5057,48218,106699,6.40408682013317,20.0,1085.0,46.0,0.0,1
2801,2801,53145,91703,3.67195031184108,11.0,486.0,34.0,0.0,1
2413,2413,95291,31892,0.169494474237384,1.0,1122.0,82.0,0.0,0
12797,12797,57616,63204,3.02935430861205,8.0,549.0,62.0,0.0,1
2471,2471,51979,32275,0.44307567196697295,2.0,544.0,48.0,0.0,0
2512,2512,235086,31892,0.0,0.0,264.0,70.0,0.0,0
12303,12303,88738,88746,8.52640901006098,29.0,900.0,31.0,0.0,1
6095,6095,274242,31891,0.0,0.0,57.0,22.0,0.0,0
13130,13130,209835,32431,0.0,0.0,112.0,32.0,0.0,0
7611,7611,58403,81151,6.8708259971109005,23.0,1107.0,45.0,0.0,1
8397,8397,79611,79614,2.8635058156439603,6.0,49.0,8.0,1.0,1
6640,6640,98740,98747,4.38496980404069,11.0,144.0,13.0,0.0,1
4351,4351,98271,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
12741,12741,177943,32390,0.0,0.0,72.0,22.0,0.0,0
7850,7850,122984,32431,0.0,0.0,112.0,32.0,0.0,0
1102,1102,148508,32431,0.237829513479358,1.0,252.0,36.0,0.0,0
6271,6271,56223,56228,3.90865033712927,9.0,220.0,23.0,0.0,1
990,990,43796,96149,1.56825259038618,5.0,78.0,14.0,0.0,1
6067,6067,94304,94308,4.39030831219683,12.0,169.0,14.0,0.0,1
3367,3367,87969,87976,7.50306684345876,25.0,1155.0,43.0,0.0,1
12941,12941,35486,35487,4.64291649394233,10.0,121.0,12.0,0.0,1
3496,3496,262380,31892,0.0,0.0,594.0,75.0,0.0,0
7865,7865,128026,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
8050,8050,222719,31892,0.0,0.0,726.0,77.0,0.0,0
8921,8921,64169,64174,5.35273184279595,16.0,289.0,18.0,0.0,1
5191,5191,68271,85967,1.38448624548826,3.0,248.0,63.0,0.0,1
1944,1944,95072,32275,0.0,0.0,448.0,44.0,0.0,0
11878,11878,88454,98310,10.455408344955199,41.0,3234.0,78.0,0.0,1
12730,12730,58332,58337,2.67145129846325,7.0,810.0,92.0,0.0,1
11685,11685,192903,32431,0.0,0.0,112.0,32.0,0.0,0
9100,9100,186784,31942,0.0,0.0,253.0,34.0,0.0,0
6369,6369,58838,32275,0.0,0.0,528.0,49.0,0.0,0
10711,10711,87767,31891,0.0,0.0,15.0,8.0,0.0,0
6352,6352,69568,69577,4.96054379943353,14.0,225.0,16.0,0.0,1
4128,4128,39292,32275,0.0,0.0,432.0,43.0,0.0,0
10538,10538,83296,31908,0.563143377714551,2.0,285.0,32.0,0.0,0
270,270,91086,91087,2.4139288215659302,5.0,36.0,7.0,0.0,1
9294,9294,75029,92597,6.36517341123264,20.0,609.0,30.0,0.0,1
3033,3033,105871,31892,0.0,0.0,13464.0,270.0,0.0,0
10904,10904,59457,59463,5.67749510263996,14.0,300.0,21.0,0.6363636363636359,1
2929,2929,95058,95067,3.44853460420779,8.0,81.0,10.0,0.0,1
5834,5834,58287,31892,0.0,0.0,2772.0,108.0,0.0,0
10989,10989,135535,31891,0.0,0.0,132.0,47.0,0.0,0
10950,10950,109823,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0
6293,6293,46409,105717,9.429805292651961,35.0,5508.0,154.0,0.0,1
3133,3133,50871,94656,4.51012113533392,15.0,1232.0,78.0,0.0,1
8823,8823,66038,31891,0.506229538510084,2.0,105.0,36.0,0.0,0
11343,11343,43850,46908,2.02263164938587,6.0,1872.0,92.0,0.0,1
5139,5139,88738,88743,8.52640901006098,29.0,900.0,31.0,0.0,1
444,444,216077,32390,0.0,0.0,252.0,32.0,0.0,0
109,109,82376,82378,7.8579433306636925,26.0,729.0,28.0,0.0,1
8635,8635,81356,81363,5.41010640333361,15.0,256.0,17.0,0.0,1
2914,2914,42387,42388,2.7905531327562403,5.0,108.0,19.0,0.0,1
10965,10965,57319,57322,1.44269504088896,1.0,4.0,3.0,1.0,1
9134,9134,35823,39271,2.5006528387454905,7.0,128.0,17.0,0.0,1
3616,3616,67065,67091,10.8210390119624,41.0,1890.0,46.0,0.0,1
7098,7098,42801,32431,0.0,0.0,952.0,62.0,0.0,0
6600,6600,131193,31908,0.0,0.0,209.0,30.0,0.0,0
3185,3185,45093,55190,2.04260704119333,6.0,760.0,53.0,0.0,1
10793,10793,34242,34243,3.0833900542185004,6.0,49.0,8.0,0.0,1
4738,4738,54841,101857,5.660967468028259,21.0,1826.0,84.0,0.0,1
7155,7155,74993,74994,1.81196441395782,3.0,16.0,5.0,0.0,1
7809,7809,250388,31892,0.0,0.0,594.0,75.0,0.0,0
11042,11042,62509,62510,3.0448634999800404,8.0,81.0,10.0,0.0,1
3725,3725,103190,103205,10.8410734288556,41.0,1764.0,43.0,0.0,1
9998,9998,66038,100087,3.5651604955490805,12.0,1155.0,56.0,0.0,1
3980,3980,87672,32275,0.0,0.0,288.0,34.0,0.0,0
12624,12624,57875,57881,5.88159635644029,17.0,324.0,19.0,0.0,1
527,527,96338,96342,4.67845494301536,12.0,169.0,14.0,0.0,1
12265,12265,151335,32431,0.0,0.0,504.0,46.0,0.0,0
9399,9399,63590,31892,0.0,0.0,2046.0,97.0,0.0,0
81,81,110225,31907,0.0,0.0,779.0,60.0,0.0,0
12754,12754,67056,67058,10.8210390119624,41.0,1890.0,46.0,0.0,1
12049,12049,88725,88746,8.52640901006098,29.0,900.0,31.0,0.0,1
6092,6092,253938,32390,0.0,0.0,90.0,23.0,0.0,0
7254,7254,73868,32390,0.0,0.0,252.0,32.0,0.0,0
6929,6929,274790,32390,0.183741868630683,1.0,846.0,64.0,0.0,0
6101,6101,56865,32431,0.237829513479358,1.0,700.0,52.0,0.0,0
9133,9133,83020,83022,3.90865033712927,9.0,100.0,11.0,0.0,1
2740,2740,95926,95933,2.3349661163590603,5.0,36.0,7.0,0.0,1
5753,5753,41218,78009,1.70101280769629,3.0,180.0,46.0,0.0,1
6193,6193,205351,32390,0.183741868630683,1.0,324.0,35.0,0.0,0
1125,1125,77628,31891,0.267546386419054,1.0,72.0,26.0,0.0,0
5546,5546,32959,32970,5.32434022085387,15.0,256.0,17.0,0.0,1
6494,6494,63206,63207,2.91965546605555,8.0,153.0,18.0,0.0,1
5013,5013,38354,89205,3.46579763098823,10.0,165.0,16.0,0.511627906976744,1
7520,7520,46671,46686,4.74952304115261,13.0,196.0,15.0,1.0,1
10097,10097,88659,32390,0.0,0.0,144.0,26.0,0.0,0
4489,4489,102023,102025,3.0833900542185004,6.0,49.0,8.0,0.0,1
12174,12174,58730,32390,0.0,0.0,216.0,30.0,0.0,0
1040,1040,91364,91365,2.16404256133344,3.0,16.0,5.0,0.0,1
4056,4056,189150,32275,0.0,0.0,384.0,40.0,0.0,0
12698,12698,108470,108474,2.50172501426938,5.0,36.0,7.0,1.0,1
2563,2563,204686,32390,0.0,0.0,162.0,27.0,0.0,0
105,105,198923,31892,0.169494474237384,1.0,660.0,75.0,0.0,0
1515,1515,56806,77664,1.30709053157042,3.0,92.0,24.0,0.0,1
11687,11687,101633,101638,3.25745250624845,8.0,81.0,10.0,0.0,1
328,328,47133,96483,2.68302126443384,7.0,152.0,20.0,0.0,1
2007,2007,42285,101863,14.8355918612355,44.0,5760.0,129.0,0.0,1
4884,4884,106563,32390,0.0,0.0,162.0,27.0,0.0,0
1763,1763,67747,32431,0.0,0.0,1064.0,66.0,0.0,0
11910,11910,80809,80817,6.74441685232836,24.0,1550.0,63.0,0.0,1
3302,3302,222480,32275,0.0,0.0,128.0,24.0,0.0,0
11199,11199,114020,32275,0.0,0.0,256.0,32.0,0.0,0
10778,10778,92610,109020,4.2324915795403095,11.0,580.0,38.0,0.0,1
11544,11544,80981,87738,6.0825630054384,19.0,1180.0,60.0,0.0,1
1025,1025,48006,48008,5.43076484830951,18.0,550.0,29.0,0.37986270022883295,1
3821,3821,92491,31892,0.0,0.0,330.0,71.0,0.0,0
3537,3537,69810,31891,0.0,0.0,57.0,22.0,0.0,0
8189,8189,94964,94970,9.33979039754134,34.0,1225.0,36.0,0.0,1
2942,2942,82501,92103,5.093604424327861,16.0,374.0,23.0,0.756756756756757,1
2466,2466,99807,99810,3.17469056212469,7.0,88.0,12.0,0.0,1
5461,5461,68261,32431,0.0,0.0,1372.0,77.0,0.0,0
2089,2089,113310,32275,0.673288562021624,3.0,224.0,27.0,0.0,0
1062,1062,224973,32390,0.0,0.0,144.0,26.0,0.0,0
4045,4045,101380,101384,1.58511827759312,4.0,25.0,6.0,1.0,1
5592,5592,123208,32431,0.0,0.0,280.0,38.0,0.0,0
10577,10577,82379,82393,7.8579433306636925,26.0,729.0,28.0,0.0,1
1409,1409,118833,32275,0.0,0.0,496.0,47.0,0.0,0
7328,7328,44931,45976,5.89464389867568,17.0,1530.0,64.0,0.0,1
4398,4398,45330,45332,2.50029449836555,7.0,144.0,19.0,0.0,1
11071,11071,80153,80154,2.9032999125440897,6.0,49.0,8.0,1.0,1
5169,5169,274797,32390,0.183741868630683,1.0,846.0,64.0,0.0,0
7196,7196,127502,32275,0.0,0.0,640.0,56.0,0.0,0
10811,10811,81612,81613,4.83036225586433,12.0,169.0,14.0,1.0,1
7416,7416,92597,31907,0.0,0.0,399.0,40.0,0.0,0
6071,6071,101319,31892,0.169494474237384,1.0,3630.0,120.0,0.0,0
5730,5730,60701,31891,0.0,0.0,486.0,165.0,0.0,0
10250,10250,213214,31892,0.0,0.0,1650.0,91.0,0.0,0
8898,8898,101349,101353,4.10624764668298,10.0,121.0,12.0,0.0,1
3968,3968,111499,32390,0.0,0.0,252.0,32.0,0.0,0
5828,5828,82211,82212,1.82161822257891,3.0,16.0,5.0,0.0,1
1941,1941,120051,32275,0.0,0.0,464.0,45.0,0.0,0
9974,9974,72462,72464,3.03283427972622,8.0,81.0,10.0,0.0,1
9707,9707,44801,44803,6.72595757256209,17.0,756.0,43.0,0.0,1
8258,8258,41934,41937,2.21976263740668,6.0,49.0,8.0,0.0,1
9336,9336,57363,32275,0.673288562021624,3.0,496.0,44.0,0.0,0
11733,11733,34522,76063,1.23524586281423,2.0,21.0,8.0,0.0,1
1251,1251,211708,31891,0.0,0.0,54.0,21.0,0.0,0
7486,7486,47244,96136,2.5720657781001,5.0,690.0,56.0,0.0,1
454,454,92681,92690,3.51429603194698,8.0,81.0,10.0,0.0,1
5058,5058,147954,31892,0.36067376022224107,1.0,264.0,69.0,0.0,0
9542,9542,59546,31892,0.169494474237384,1.0,990.0,80.0,0.0,0
8665,8665,52042,32390,0.0,0.0,720.0,58.0,0.0,0
10760,10760,118842,32275,0.0,0.0,496.0,47.0,0.0,0
2969,2969,69264,32275,0.0,0.0,640.0,56.0,0.0,0
1009,1009,97469,97471,4.15701077562845,9.0,100.0,11.0,1.0,1
4898,4898,42072,32390,0.0,0.0,684.0,56.0,0.0,0
4899,4899,95518,95520,1.28916240831679,2.0,9.0,4.0,0.0,1
763,763,72339,72340,3.7381541233978,10.0,121.0,12.0,0.0,1
11545,11545,77167,77171,2.16404256133344,3.0,16.0,5.0,0.0,1
10495,10495,65761,93300,8.033356045364421,27.0,1288.0,47.0,0.0,1
4654,4654,32962,32969,5.32434022085387,15.0,256.0,17.0,0.0,1
10056,10056,42094,31892,0.169494474237384,1.0,2772.0,107.0,0.0,0
6444,6444,59643,32431,0.0,0.0,140.0,33.0,0.0,0
10597,10597,119395,31930,0.294014103795206,1.0,286.0,36.0,0.0,0
5114,5114,143294,31892,0.0,0.0,726.0,77.0,0.0,0
12623,12623,101679,101688,3.64095690650735,8.0,81.0,10.0,1.0,1
988,988,56764,56766,5.16642727688101,10.0,121.0,12.0,1.0,1
3683,3683,72309,72312,6.21079063023418,20.0,441.0,22.0,0.0,1
1308,1308,53141,53147,3.15815760908228,9.0,2350.0,236.0,0.0,1
10639,10639,75599,75601,9.58018125470731,36.0,1887.0,52.0,0.0,1
8628,8628,115807,31892,0.0,0.0,1254.0,85.0,0.0,0
5245,5245,98343,32275,0.0,0.0,464.0,45.0,0.0,0
8990,8990,88743,88746,8.52640901006098,29.0,900.0,31.0,0.0,1
4961,4961,96279,96281,3.0833900542185004,6.0,49.0,8.0,0.0,1
4297,4297,104478,31892,0.0,0.0,2310.0,101.0,0.0,0
12726,12726,195027,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
4903,4903,91305,32390,0.0,0.0,198.0,29.0,0.0,0
1596,1596,101894,101895,2.827584023695,8.0,81.0,10.0,0.0,1
4310,4310,217653,32123,0.0,0.0,342.0,37.0,0.0,0
10464,10464,243429,31892,0.0,0.0,1254.0,85.0,0.0,0
3788,3788,93286,93293,7.99444367342823,27.0,784.0,29.0,0.0,1
11248,11248,56544,31908,0.0,0.0,3629.0,210.0,0.0,0
7590,7590,93827,93832,3.70767777471343,9.0,200.0,21.0,0.0,1
