,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
165,165,53139,53141,3.01780624364856,9.0,220.0,23.0,0.0,1
106,106,55332,55335,3.98452101458712,4.0,25.0,6.0,0.0,1
752,752,196074,31892,0.0,0.0,4356.0,132.0,0.0,0
1520,1520,155983,31891,0.0,0.0,15.0,8.0,0.0,0
1190,1190,100087,31891,0.506229538510084,2.0,99.0,34.0,0.0,0
2273,2273,47505,47513,2.7905531327562403,5.0,36.0,7.0,1.0,1
3290,3290,241140,31892,0.0,0.0,792.0,78.0,0.0,0
488,488,96575,31892,0.0,0.0,990.0,81.0,0.0,0
2513,2513,40324,40327,1.71614420977722,3.0,16.0,5.0,1.0,1
2108,2108,41614,41616,2.48533973823845,4.0,25.0,6.0,1.0,1
1516,1516,43993,43996,2.48533973823845,4.0,25.0,6.0,0.0,1
1412,1412,42642,42647,2.65646571031168,6.0,140.0,18.0,0.0,1
3242,3242,55010,55011,4.32645046828334,12.0,169.0,14.0,0.0,1
1980,1980,250697,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
592,592,53228,53232,3.1660005523744204,8.0,81.0,10.0,0.0,1
226,226,226372,31892,0.0,0.0,594.0,75.0,0.0,0
1852,1852,43017,43019,3.0155519328782896,8.0,81.0,10.0,0.0,1
2721,2721,41133,42252,4.1988914259151695,12.0,1495.0,76.0,0.0,1
215,215,49034,49037,1.44269504088896,1.0,14.0,8.0,0.0,1
119,119,35302,35306,1.86295618911845,4.0,215.0,44.0,0.0,1
1019,1019,87768,31892,0.281266414062728,1.0,330.0,70.0,0.0,0
277,277,48888,48889,2.48533973823845,4.0,25.0,6.0,0.0,1
2821,2821,34368,35307,1.78518160094473,5.0,378.0,64.0,0.0,1
2411,2411,53058,55200,2.59707293022546,7.0,1452.0,81.0,0.0,1
1676,1676,108621,31892,0.169494474237384,1.0,5478.0,148.0,0.0,0
301,301,43281,43283,2.48533973823845,4.0,25.0,6.0,0.0,1
1167,1167,45532,45538,5.16977122296397,14.0,225.0,16.0,0.0,1
48,48,39021,41275,3.6303413169205294,12.0,2800.0,94.0,0.0,1
2650,2650,40890,56381,4.61578361256446,14.0,624.0,36.0,0.0,1
2130,2130,120133,31892,0.239556115747019,1.0,924.0,79.0,0.0,0
2626,2626,56379,56387,2.8762372957484703,9.0,490.0,50.0,0.0,1
2244,2244,49031,49032,1.5315741611864495,2.0,9.0,4.0,0.0,1
2923,2923,183441,31891,0.0,0.0,51.0,20.0,0.0,0
2096,2096,37741,37746,3.6028696846181805,8.0,81.0,10.0,0.0,1
309,309,43367,43369,3.3662884287409103,7.0,64.0,9.0,0.0,1
28,28,250695,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
1967,1967,175364,31891,0.0,0.0,105.0,38.0,0.0,0
3155,3155,43522,43523,1.82047845325367,2.0,9.0,4.0,0.0,1
753,753,77628,31892,1.09480540890609,4.0,1584.0,86.0,0.0,0
220,220,46895,54892,9.39249630619573,35.0,10800.0,184.0,0.0,1
2420,2420,55154,55158,4.0567045983605,10.0,121.0,12.0,0.0,1
1703,1703,43299,43300,0.0,0.0,2.0,3.0,0.512,1
2604,2604,109832,31891,0.0,0.0,69.0,26.0,0.0,0
1259,1259,39020,54492,23.21647600323989,67.0,13120.0,175.0,0.0,1
989,989,66036,31892,1.09480540890609,4.0,1056.0,78.0,0.0,0
2973,2973,269891,31891,0.267546386419054,1.0,45.0,17.0,0.0,0
130,130,42316,42319,2.38731329718186,6.0,63.0,10.0,0.0,1
461,461,76392,31892,0.239556115747019,1.0,396.0,71.0,0.0,0
3089,3089,45754,45756,1.94966013118434,4.0,25.0,6.0,1.0,1
731,731,171319,31891,0.0,0.0,36.0,15.0,0.0,0
3251,3251,50668,50672,4.55921087703364,13.0,196.0,15.0,1.0,1
2338,2338,36294,31892,0.0,0.0,858.0,79.0,0.0,0
2424,2424,162155,31891,0.0,0.0,21.0,10.0,0.0,0
1386,1386,41828,41838,5.58584426147805,17.0,414.0,24.0,0.0,1
553,553,165376,31891,0.506229538510084,2.0,33.0,12.0,0.0,0
1112,1112,54567,54568,3.1644855372664304,8.0,81.0,10.0,1.0,1
3349,3349,80809,31892,0.0,0.0,4092.0,128.0,0.0,0
1163,1163,60807,31891,0.23868315209103,1.0,222.0,76.0,0.0,0
3254,3254,269515,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
133,133,220418,31892,0.233075271708509,1.0,462.0,72.0,0.0,0
116,116,203075,31892,0.0,0.0,2376.0,102.0,0.0,0
3052,3052,54390,54392,3.3968160903944904,6.0,147.0,22.0,0.0,1
2941,2941,41833,51234,3.4774799251537503,9.0,660.0,67.0,0.0,1
3157,3157,35377,43433,3.17088992943805,8.0,1590.0,75.0,0.0,1
2579,2579,53138,53143,3.11041392173346,9.0,760.0,77.0,0.0,1
3181,3181,138246,31891,0.0,0.0,21.0,10.0,0.0,0
1917,1917,40935,40937,2.48533973823845,4.0,25.0,6.0,0.0,1
428,428,198073,31891,0.0,0.0,12.0,7.0,0.0,0
1885,1885,34466,50677,4.7916526447503625,14.0,41820.0,669.0,0.0,1
2996,2996,49360,49362,2.73781430391167,5.0,108.0,19.0,0.0,1
2230,2230,42030,42040,3.90865033712927,9.0,100.0,11.0,0.0,1
844,844,36129,36132,1.82047845325367,2.0,9.0,4.0,1.0,1
2934,2934,35547,35552,4.02044834476488,10.0,220.0,21.0,0.598684210526316,1
1640,1640,196087,31891,0.0,0.0,198.0,69.0,0.0,0
1183,1183,42320,52072,3.8584275206664698,11.0,544.0,38.0,0.0,1
3383,3383,81822,31892,0.838258315606189,3.0,2112.0,95.0,0.0,0
953,953,63661,31891,0.23868315209103,1.0,33.0,13.0,0.0,0
1800,1800,138245,31892,0.169494474237384,1.0,462.0,72.0,0.0,0
2194,2194,44009,31892,0.0,0.0,1584.0,90.0,0.0,0
2611,2611,43667,43671,3.2191411430217003,8.0,81.0,10.0,0.0,1
3227,3227,118079,31892,0.169494474237384,1.0,2310.0,100.0,0.0,0
1027,1027,45663,45665,2.2344430885187303,5.0,366.0,62.0,0.0,1
182,182,272266,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
381,381,153044,31892,0.0,0.0,264.0,70.0,0.0,0
2663,2663,138940,31892,0.0,0.0,792.0,78.0,0.0,0
2327,2327,41831,41833,5.666090098290829,17.0,1188.0,67.0,0.0,1
3045,3045,46083,46090,3.68848968258757,11.0,264.0,23.0,0.0,1
1607,1607,45562,45565,2.56255838308417,6.0,583.0,58.0,0.0,1
1660,1660,37598,37599,1.70977740198084,6.0,483.0,70.0,0.0,1
1356,1356,48521,54775,7.365606669227719,25.0,1222.0,48.0,0.0,1
1966,1966,41205,41208,5.71277461229705,18.0,551.0,30.0,0.0,1
2146,2146,38297,46089,8.525968433404191,28.0,12649.0,202.0,0.0,1
3225,3225,195030,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
1130,1130,39750,39754,4.45671786674266,12.0,169.0,14.0,0.0,1
2032,2032,162329,31892,0.0,0.0,2046.0,97.0,0.0,0
1853,1853,123285,31892,0.518338161076792,2.0,1782.0,91.0,0.0,0
2346,2346,49683,31892,0.169494474237384,1.0,2310.0,100.0,0.0,0
3205,3205,45721,45722,1.63610053270746,3.0,16.0,5.0,0.0,1
3116,3116,230468,31892,0.169494474237384,1.0,528.0,73.0,0.0,0
1197,1197,238602,31892,0.0,0.0,462.0,73.0,0.0,0
650,650,53602,53605,4.28469610509728,11.0,144.0,13.0,0.0,1
957,957,46741,46743,1.32437712126944,3.0,16.0,5.0,1.0,1
382,382,40896,56383,3.41753127385727,11.0,924.0,50.0,0.0,1
2773,2773,128024,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
1821,1821,43024,31891,0.0,0.0,54.0,21.0,0.0,0
1,1,66038,31891,0.506229538510084,2.0,105.0,36.0,0.0,0
91,91,154483,31892,0.0,0.0,924.0,80.0,0.0,0
3354,3354,37512,37518,4.2201009553334,11.0,144.0,13.0,0.0,1
579,579,270460,31892,0.0,0.0,528.0,74.0,0.0,0
1272,1272,46878,46881,3.3662884287409103,7.0,64.0,9.0,0.0,1
2471,2471,45664,45665,2.1630423893828703,5.0,144.0,25.0,0.0,1
1332,1332,44849,44855,2.91266080287428,8.0,81.0,10.0,0.478021978021978,1
2741,2741,32956,32963,5.32434022085387,15.0,256.0,17.0,1.0,1
33,33,57364,31892,0.294014103795206,1.0,4290.0,130.0,0.0,0
2072,2072,41939,31892,0.169494474237384,1.0,2178.0,98.0,0.0,0
1540,1540,55567,55569,2.16404256133344,3.0,16.0,5.0,0.0,1
36,36,38006,38007,4.67845494301536,12.0,169.0,14.0,0.0,1
494,494,239634,31891,0.0,0.0,30.0,13.0,0.0,0
1521,1521,238597,31892,0.0,0.0,462.0,73.0,0.0,0
1786,1786,130766,31891,0.0,0.0,12.0,7.0,0.0,0
2468,2468,54831,31891,0.0,0.0,210.0,73.0,0.0,0
1550,1550,34873,34876,2.16404256133344,3.0,16.0,5.0,1.0,1
1721,1721,48630,50623,3.35268455908794,7.0,136.0,18.0,0.0,1
2486,2486,55368,55374,3.0833900542185004,6.0,49.0,8.0,0.0,1
1138,1138,249428,31891,0.0,0.0,12.0,7.0,0.0,0
3239,3239,38000,38008,4.67845494301536,12.0,169.0,14.0,1.0,1
860,860,45156,45161,4.4057769136909295,12.0,169.0,14.0,0.0,1
988,988,44794,44800,3.50024068152655,9.0,180.0,19.0,0.0,1
2766,2766,50421,50428,2.986524103273,6.0,49.0,8.0,1.0,1
1339,1339,42601,42606,3.46074487093642,8.0,171.0,20.0,0.0,1
2074,2074,50980,50981,7.229611084526,18.0,646.0,35.0,0.0,1
1502,1502,53601,53603,4.29725446422784,11.0,156.0,14.0,0.0,1
2659,2659,114783,31891,0.0,0.0,30.0,13.0,0.0,0
759,759,226806,31892,0.0,0.0,396.0,72.0,0.0,0
329,329,91734,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
1778,1778,38809,38810,2.42148863685018,6.0,70.0,11.0,0.0,1
3150,3150,41206,41213,5.79938150274611,18.0,2204.0,117.0,0.0,1
2637,2637,41821,41833,5.71805225075681,17.0,1980.0,79.0,0.0,1
593,593,204867,31891,0.0,0.0,42.0,17.0,0.0,0
2924,2924,239632,31892,0.169494474237384,1.0,660.0,75.0,0.0,0
471,471,41211,41216,5.75412659803509,18.0,950.0,51.0,0.0,1
3051,3051,140375,31892,0.169494474237384,1.0,462.0,72.0,0.0,0
2842,2842,53599,53608,4.28469610509728,11.0,144.0,13.0,0.0,1
2100,2100,34087,34089,1.82047845325367,2.0,9.0,4.0,0.0,1
2594,2594,38447,43667,3.50476628209773,8.0,3285.0,366.0,0.0,1
653,653,41546,52073,9.771312145866961,23.0,1365.0,51.0,0.0,1
3162,3162,42078,54188,9.0329493591644,33.0,2376.0,65.0,0.0,1
967,967,254930,31892,0.0,0.0,660.0,76.0,0.0,0
2234,2234,54822,54835,8.02478710025809,26.0,3348.0,125.0,0.0,1
699,699,48162,48170,3.2250133536730403,7.0,264.0,34.0,0.0,1
2758,2758,41936,31891,0.0,0.0,93.0,34.0,0.0,0
1398,1398,176395,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
2755,2755,41033,41037,3.64095690650735,8.0,126.0,15.0,0.0,1
80,80,47083,47117,4.156754114813791,12.0,1495.0,116.0,0.0,1
2331,2331,163889,31892,0.0,0.0,990.0,81.0,0.0,0
891,891,49044,49045,2.16404256133344,3.0,16.0,5.0,1.0,1
3132,3132,54808,54814,1.81196441395782,3.0,24.0,7.0,1.0,1
1141,1141,164160,31891,0.0,0.0,33.0,14.0,0.0,0
2829,2829,37514,37518,4.2765543034540485,11.0,216.0,19.0,0.0,1
2242,2242,37408,37409,5.29772596784572,16.0,289.0,18.0,0.0,1
2910,2910,53636,53638,3.3662884287409103,7.0,64.0,9.0,0.0,1
1738,1738,38162,38165,6.082254994089952,17.0,324.0,19.0,1.0,1
3021,3021,201826,31892,0.0,0.0,858.0,79.0,0.0,0
3208,3208,39204,31892,0.0,0.0,3894.0,125.0,0.0,0
3084,3084,183438,31891,0.0,0.0,51.0,20.0,0.0,0
1554,1554,204031,31892,0.0,0.0,924.0,80.0,0.0,0
552,552,46082,46083,3.72346612755845,11.0,384.0,33.0,0.0,1
1973,1973,35033,35037,2.16404256133344,3.0,16.0,5.0,0.0,1
1562,1562,49426,49433,1.9678273033653,5.0,240.0,41.0,0.0,1
238,238,48213,48219,3.51331921705243,10.0,121.0,12.0,0.0,1
2511,2511,52718,52719,0.0,0.0,1.0,2.0,1.0,1
2326,2326,204039,31892,0.0,0.0,924.0,80.0,0.0,0
1863,1863,53168,55200,2.5168270934126897,7.0,506.0,38.0,0.0,1
1173,1173,52069,52073,10.0009953153415,25.0,1014.0,40.0,0.7365491651205941,1
2448,2448,69706,31892,0.0,0.0,3630.0,121.0,0.0,0
1426,1426,40934,40935,2.48533973823845,4.0,25.0,6.0,0.0,1
1020,1020,233927,31892,0.0,0.0,528.0,74.0,0.0,0
2863,2863,39063,41939,1.33810021561379,3.0,132.0,34.0,0.0,1
3389,3389,201829,31892,0.0,0.0,858.0,79.0,0.0,0
1668,1668,50633,50637,3.25650950557227,9.0,100.0,11.0,1.0,1
1440,1440,50677,51846,6.2338287506647,16.0,2040.0,82.0,0.0,1
1653,1653,47128,54570,6.715692504739518,18.0,640.0,34.0,0.0,1
2028,2028,50202,54842,3.3919288143627,9.0,540.0,39.0,0.0,1
2881,2881,55568,55569,2.16404256133344,3.0,16.0,5.0,0.0,1
2224,2224,41825,41837,5.58584426147805,17.0,414.0,24.0,0.0,1
409,409,34926,44083,3.55510666626279,8.0,288.0,26.0,0.0,1
456,456,46792,31892,0.169494474237384,1.0,198.0,68.0,0.0,0
2172,2172,40668,40669,2.16404256133344,3.0,16.0,5.0,0.0,1
804,804,45732,45734,4.00374174236863,10.0,165.0,16.0,0.0,1
2914,2914,51450,51451,4.03929119032089,10.0,220.0,21.0,0.0,1
1926,1926,56446,56451,4.96108937090724,15.0,416.0,27.0,0.0,1
541,541,106238,31891,0.0,0.0,111.0,40.0,0.0,0
907,907,60802,31892,0.232338493574117,1.0,594.0,74.0,0.0,0
3402,3402,42866,42879,7.25731535758832,24.0,625.0,26.0,0.0,1
1556,1556,39594,39596,4.60049577133676,12.0,169.0,14.0,0.0,1
1315,1315,60809,31891,0.0,0.0,27.0,12.0,0.0,0
970,970,50618,50622,3.22474233598972,7.0,64.0,9.0,1.0,1
3210,3210,164155,31892,0.169494474237384,1.0,726.0,76.0,0.0,0
2094,2094,45666,31891,0.0,0.0,18.0,9.0,0.0,0
1955,1955,35885,35887,3.2089055349266,7.0,136.0,18.0,0.0,1
1334,1334,50943,50944,1.24266986911922,2.0,9.0,4.0,1.0,1
2494,2494,41038,41039,3.56476047488388,8.0,81.0,10.0,0.0,1
1207,1207,170199,31891,0.0,0.0,66.0,25.0,0.0,0
644,644,37402,37416,5.38139958364609,16.0,697.0,42.0,0.0,1
897,897,113505,31892,0.0,0.0,1716.0,92.0,0.0,0
1743,1743,52897,52904,3.16896857382926,7.0,64.0,9.0,1.0,1
1147,1147,54878,54881,2.70212856439324,5.0,36.0,7.0,1.0,1
1317,1317,178959,31891,0.0,0.0,9.0,6.0,0.0,0
