,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
3032,3032,63364,31892,0.233075271708509,1.0,1122.0,82.0,0.0,0
4609,4609,47773,32275,0.0,0.0,576.0,52.0,0.0,0
6369,6369,158501,32275,0.0,0.0,192.0,28.0,0.0,0
1916,1916,97157,31907,0.259730302172272,1.0,228.0,30.0,0.0,0
5431,5431,67013,67015,4.277157546751,12.0,169.0,14.0,1.0,1
6781,6781,175360,31892,0.294014103795206,1.0,726.0,76.0,0.0,0
6147,6147,66559,80650,7.4086579060644615,25.0,2626.0,102.0,0.0,1
3949,3949,40894,40917,1.52298402688209,5.0,476.0,43.0,0.0,1
7401,7401,130765,31891,0.0,0.0,12.0,7.0,0.0,0
5103,5103,73195,73197,4.09815745147634,13.0,364.0,27.0,0.0,1
8667,8667,175366,31891,0.0,0.0,33.0,14.0,0.0,0
5256,5256,128485,32275,0.0,0.0,736.0,62.0,0.0,0
6257,6257,77290,77293,3.27526132702921,7.0,64.0,9.0,0.0,1
3129,3129,139689,32275,0.0,0.0,304.0,35.0,0.0,0
5372,5372,215026,31892,0.0,0.0,792.0,78.0,0.0,0
4402,4402,242804,31892,0.0,0.0,1056.0,82.0,0.0,0
5739,5739,68776,32275,0.0,0.0,48.0,19.0,0.0,0
7738,7738,141158,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0
6039,6039,129901,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
5695,5695,67077,67094,10.8363983760262,41.0,2394.0,58.0,0.0,1
586,586,79868,79878,4.238902876486399,11.0,720.0,61.0,0.0,1
5125,5125,192286,32275,0.0,0.0,400.0,41.0,0.0,0
400,400,269893,31891,0.267546386419054,1.0,45.0,17.0,0.0,0
7819,7819,79077,79079,1.82047845325367,2.0,9.0,4.0,0.0,1
1388,1388,92590,92600,6.33368887685296,20.0,441.0,22.0,0.0,1
1410,1410,168917,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
2732,2732,83806,83808,2.84294393720096,7.0,176.0,23.0,0.0,1
358,358,275593,31892,0.0,0.0,528.0,74.0,0.0,0
8500,8500,92205,92213,3.87293055468692,10.0,209.0,20.0,0.0,1
6735,6735,77624,31891,0.0,0.0,30.0,13.0,0.0,0
7934,7934,50117,59773,2.9309941900471097,7.0,520.0,66.0,0.0,1
5731,5731,57358,31892,0.0,0.0,5280.0,146.0,0.0,0
4961,4961,132916,31892,0.0,0.0,594.0,75.0,0.0,0
2664,2664,73106,73117,3.47155088504375,10.0,176.0,17.0,0.0,1
5844,5844,51906,90060,4.92600136196937,13.0,196.0,15.0,0.0,1
3854,3854,40721,32275,0.0,0.0,896.0,72.0,0.0,0
8299,8299,59007,59011,4.7023026755630895,13.0,196.0,15.0,0.0,1
1180,1180,47591,47597,2.93016547207099,6.0,49.0,8.0,1.0,1
5807,5807,58969,58973,6.191902338646691,19.0,624.0,31.0,0.0,1
7352,7352,240933,31891,0.506229538510084,2.0,33.0,12.0,0.0,0
6356,6356,100283,32275,0.0,0.0,736.0,62.0,0.0,0
5120,5120,154459,31892,0.0,0.0,3168.0,114.0,0.0,0
8567,8567,130921,31907,0.0,0.0,285.0,34.0,0.0,0
2496,2496,83839,85249,7.4697841366712305,22.0,943.0,42.0,0.0,1
3952,3952,76018,32275,0.0,0.0,176.0,27.0,0.0,0
1256,1256,72889,31892,0.0,0.0,264.0,70.0,0.0,0
8656,8656,70255,76019,3.6973434208874703,10.0,187.0,18.0,0.0,1
3513,3513,78388,83966,6.953130985615151,22.0,1656.0,73.0,0.0,1
7567,7567,155984,31892,0.169494474237384,1.0,330.0,70.0,0.0,0
8044,8044,217184,31892,0.0,0.0,2046.0,97.0,0.0,0
426,426,138245,31891,0.0,0.0,21.0,10.0,0.0,0
243,243,70238,32275,0.0,0.0,48.0,19.0,0.0,0
5734,5734,66797,66799,2.7975755694065603,8.0,243.0,28.0,0.0,1
4162,4162,65872,65874,6.963381352654671,22.0,529.0,24.0,0.0,1
4255,4255,40892,69499,3.51429603194698,8.0,465.0,38.0,0.0,1
4976,4976,100586,31892,0.0,0.0,1056.0,82.0,0.0,0
7715,7715,117461,32130,0.345976256261194,1.0,48.0,13.0,0.0,0
1775,1775,186855,32275,0.0,0.0,464.0,45.0,0.0,0
8071,8071,62216,62218,1.89781465420238,3.0,16.0,5.0,0.0,1
3248,3248,58335,58338,2.6624613672407405,7.0,1040.0,131.0,0.0,1
1441,1441,160340,31892,0.0,0.0,1122.0,83.0,0.0,0
4930,4930,138247,31892,0.169494474237384,1.0,462.0,72.0,0.0,0
4938,4938,92652,31892,0.169494474237384,1.0,1782.0,92.0,0.0,0
6431,6431,36291,73009,1.82047845325367,2.0,108.0,37.0,0.0,1
6954,6954,117455,32128,0.345976256261194,1.0,48.0,13.0,0.0,0
6790,6790,56829,31892,0.0,0.0,5148.0,144.0,0.0,0
3968,3968,246803,31892,0.0,0.0,1386.0,87.0,0.0,0
3469,3469,57540,57544,2.16404256133344,3.0,56.0,15.0,0.0,1
2111,2111,73106,73115,5.63864561827785,15.0,400.0,26.0,0.0,1
7331,7331,53970,53971,2.16404256133344,3.0,28.0,8.0,0.0,1
1657,1657,242013,31891,0.0,0.0,18.0,9.0,0.0,0
6458,6458,92498,31907,0.0,0.0,2508.0,151.0,0.0,0
274,274,213214,31892,0.0,0.0,1650.0,91.0,0.0,0
7879,7879,98294,31892,0.0,0.0,1914.0,95.0,0.0,0
6258,6258,243051,31891,0.0,0.0,24.0,11.0,0.0,0
3388,3388,74013,74014,3.60718905737862,9.0,100.0,11.0,1.0,1
1751,1751,75029,83746,3.3662884287409103,7.0,232.0,30.0,1.0,1
2351,2351,58420,31892,0.0,0.0,1254.0,85.0,0.0,0
4146,4146,90836,90844,3.60394242411353,9.0,230.0,24.0,0.0,1
4648,4648,67756,67757,2.9484148935387005,6.0,49.0,8.0,0.0,1
272,272,70969,31891,0.0,0.0,24.0,11.0,0.0,0
5229,5229,41218,47531,2.6242795845397,8.0,2835.0,100.0,0.0,1
8641,8641,229099,31892,0.0,0.0,1188.0,84.0,0.0,0
4728,4728,104465,31892,0.0,0.0,2310.0,101.0,0.0,0
3774,3774,76025,32275,0.0,0.0,176.0,27.0,0.0,0
4588,4588,92649,31892,0.0,0.0,330.0,71.0,0.0,0
8098,8098,239193,31891,0.0,0.0,33.0,14.0,0.0,0
8712,8712,82982,31930,0.0,0.0,104.0,30.0,0.0,0
8635,8635,67063,67066,10.8254185561689,41.0,2016.0,49.0,0.0,1
7523,7523,239198,31892,0.0,0.0,726.0,77.0,0.0,0
6764,6764,159713,31891,0.0,0.0,18.0,9.0,0.0,0
425,425,278249,32275,0.0,0.0,384.0,40.0,0.0,0
2000,2000,40980,31892,0.254334778144042,1.0,11616.0,241.0,0.0,0
4202,4202,269634,32275,0.0,0.0,160.0,26.0,0.0,0
4247,4247,221731,31891,0.0,0.0,24.0,11.0,0.0,0
8032,8032,60709,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0
5233,5233,180981,32275,0.0,0.0,176.0,27.0,0.0,0
4,4,65045,31892,0.0,0.0,198.0,69.0,0.0,0
6580,6580,204737,31892,0.0,0.0,264.0,70.0,0.0,0
3739,3739,96769,31892,0.0,0.0,594.0,75.0,0.0,0
5527,5527,62506,62509,3.0448634999800404,8.0,81.0,10.0,0.0,1
1674,1674,72898,31891,0.0,0.0,21.0,10.0,0.0,0
947,947,156593,31892,0.0,0.0,858.0,79.0,0.0,0
3694,3694,84330,90539,2.17672129516692,5.0,654.0,110.0,0.0,1
1425,1425,71746,71749,2.54279867179742,6.0,49.0,8.0,0.0,1
7688,7688,53142,53146,3.03790862125495,9.0,270.0,28.0,0.0,1
3683,3683,168914,31892,0.169494474237384,1.0,1188.0,83.0,0.0,0
8141,8141,40325,40328,1.92359338785195,3.0,28.0,8.0,0.0,1
6942,6942,75605,75611,9.565233524786963,36.0,1517.0,42.0,0.0,1
4610,4610,73287,31892,0.477584555383948,2.0,3564.0,118.0,0.0,0
7500,7500,55269,31892,0.0,0.0,924.0,80.0,0.0,0
1044,1044,63588,63603,7.59772705324754,27.0,1260.0,46.0,0.0,1
5645,5645,92598,92601,6.33368887685296,20.0,441.0,22.0,0.0,1
8614,8614,71764,31892,0.0,0.0,594.0,75.0,0.0,0
2060,2060,46793,31891,0.0,0.0,9.0,6.0,0.0,0
1202,1202,169576,31892,0.0,0.0,990.0,81.0,0.0,0
2557,2557,109830,31891,0.0,0.0,93.0,34.0,0.0,0
3106,3106,43667,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
2828,2828,189148,32275,0.0,0.0,384.0,40.0,0.0,0
275,275,159871,31892,0.0,0.0,1386.0,87.0,0.0,0
8331,8331,38295,57167,3.3662884287409103,7.0,64.0,9.0,0.0,1
3981,3981,106236,31892,0.233075271708509,1.0,1650.0,90.0,0.0,0
6761,6761,57139,73871,4.6281735843683,13.0,812.0,59.0,0.0,1
8027,8027,98271,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
846,846,60331,60336,1.81196441395782,3.0,32.0,9.0,0.0,1
5226,5226,41205,41218,5.747051505656557,18.0,855.0,46.0,0.0,1
2974,2974,107395,32275,0.539584180870057,2.0,144.0,23.0,0.0,0
3330,3330,173128,32275,0.0,0.0,368.0,39.0,0.0,0
7200,7200,73104,73111,7.45902179455353,19.0,1020.0,52.0,0.0,1
2724,2724,50850,57199,3.97241287884779,11.0,667.0,41.0,0.0,1
3356,3356,81354,81363,5.41010640333361,15.0,256.0,17.0,0.0,1
2226,2226,65669,86933,3.59504510427173,10.0,176.0,17.0,0.0,1
7349,7349,64482,64483,2.9484148935387005,6.0,49.0,8.0,1.0,1
4830,4830,249429,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
7308,7308,192786,31892,0.0,0.0,396.0,72.0,0.0,0
7276,7276,35824,62794,6.1316425372735575,21.0,3264.0,113.0,0.0,1
4663,4663,53045,91108,4.2131179474634814,13.0,442.0,30.0,0.0,1
1214,1214,46083,46090,3.68848968258757,11.0,264.0,23.0,0.0,1
395,395,205232,32275,0.0,0.0,528.0,49.0,0.0,0
419,419,269510,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
5170,5170,171127,31892,0.0,0.0,660.0,76.0,0.0,0
693,693,48215,48217,3.51331921705243,10.0,121.0,12.0,0.0,1
7648,7648,212214,31892,0.233075271708509,1.0,1782.0,92.0,0.0,0
5729,5729,42875,31892,0.0,0.0,3300.0,116.0,0.0,0
4002,4002,39017,79238,2.78263314204675,8.0,280.0,26.0,0.0,1
8264,8264,56544,92599,6.471753872077709,20.0,4011.0,192.0,0.0,1
3141,3141,71737,71742,3.3662884287409103,7.0,64.0,9.0,0.0,1
2249,2249,49314,52553,1.57650945299057,3.0,1947.0,89.0,0.0,1
5193,5193,239634,31892,0.169494474237384,1.0,660.0,75.0,0.0,0
6308,6308,58051,31892,0.0,0.0,792.0,78.0,0.0,0
252,252,59906,59911,3.0833900542185004,6.0,49.0,8.0,1.0,1
6795,6795,43953,60038,7.93473906784135,27.0,1008.0,37.0,0.0,1
7456,7456,230467,31891,0.0,0.0,24.0,11.0,0.0,0
5295,5295,77126,77135,3.838099254493621,10.0,121.0,12.0,1.0,1
4046,4046,60334,60336,1.5715152404763202,3.0,16.0,5.0,0.0,1
3678,3678,60899,63594,4.65812206181136,15.0,3139.0,101.0,0.0,1
5943,5943,82501,31929,0.31066746727980604,1.0,748.0,55.0,0.0,0
1850,1850,66700,31907,0.0,0.0,513.0,46.0,0.0,0
6555,6555,194300,31892,0.0,0.0,1386.0,87.0,0.0,0
2706,2706,73277,31892,0.0,0.0,2640.0,106.0,0.0,0
8063,8063,233485,31892,0.0,0.0,528.0,74.0,0.0,0
2468,2468,60984,60987,2.8678967829276605,7.0,64.0,9.0,0.0,1
6228,6228,85540,85549,3.96227463117172,12.0,169.0,14.0,1.0,1
2380,2380,96602,31907,0.0,0.0,209.0,30.0,0.0,0
1447,1447,201830,31892,0.0,0.0,858.0,79.0,0.0,0
942,942,50844,50848,3.79328484412982,9.0,100.0,11.0,1.0,1
656,656,81812,32129,0.345976256261194,1.0,100.0,19.0,0.0,0
3905,3905,225246,31892,0.0,0.0,198.0,69.0,0.0,0
1609,1609,43293,54524,4.68066837008453,10.0,429.0,36.0,0.0,1
6662,6662,89013,89017,3.44278646437881,8.0,81.0,10.0,0.0,1
6477,6477,49426,49430,1.9477056578271497,5.0,186.0,32.0,0.0,1
650,650,53679,31929,0.0,0.0,2890.0,119.0,0.0,0
8034,8034,80812,80819,6.6760482555732406,24.0,625.0,26.0,0.0,1
7233,7233,82563,82565,1.67886614526063,5.0,36.0,7.0,1.0,1
882,882,219610,32275,0.0,0.0,80.0,21.0,0.0,0
3187,3187,162330,31892,0.0,0.0,2046.0,97.0,0.0,0
6771,6771,41031,41033,3.56476047488388,8.0,81.0,10.0,0.0,1
3170,3170,178959,31892,0.169494474237384,1.0,198.0,68.0,0.0,0
6459,6459,66075,31892,0.0,0.0,1122.0,83.0,0.0,0
2322,2322,75610,75614,9.55757813944249,36.0,1369.0,38.0,0.0,1
3504,3504,75585,75614,9.55757813944249,36.0,1369.0,38.0,0.0,1
5412,5412,59132,59141,6.5724637170516385,22.0,1518.0,67.0,0.0,1
1776,1776,39748,39758,4.53592164471413,12.0,325.0,26.0,0.0,1
4064,4064,62395,64166,5.450065748025381,16.0,850.0,51.0,0.0,1
4968,4968,70437,70438,4.401608929939161,11.0,144.0,13.0,0.0,1
4591,4591,71028,71029,1.82047845325367,2.0,9.0,4.0,0.0,1
3860,3860,65864,65880,7.01643775588362,22.0,989.0,44.0,0.0,1
7789,7789,48218,48220,3.68690795061211,10.0,465.0,36.0,0.0,1
4706,4706,88873,31892,0.0,0.0,264.0,70.0,0.0,0
8704,8704,75029,31907,0.0,0.0,551.0,48.0,0.0,0
7258,7258,196066,31892,0.0,0.0,4356.0,132.0,0.0,0
8423,8423,211712,31892,0.0,0.0,1188.0,84.0,0.0,0
3128,3128,42177,31908,0.0,0.0,57.0,22.0,0.0,0
8462,8462,64305,64309,3.5784815122768503,8.0,81.0,10.0,0.0,1
2888,2888,54835,63998,7.55177832125728,25.0,3224.0,125.0,0.0,1
4200,4200,33286,31892,0.0,0.0,1386.0,87.0,0.0,0
1158,1158,82798,90870,4.00349726548622,10.0,121.0,12.0,1.0,1
8459,8459,243425,31892,0.0,0.0,1254.0,85.0,0.0,0
7892,7892,124563,31892,0.0,0.0,1980.0,96.0,0.0,0
8194,8194,51338,31892,0.0,0.0,2178.0,99.0,0.0,0
4832,4832,171314,31892,0.24524606180983,1.0,792.0,77.0,0.0,0
2041,2041,128692,31892,0.233075271708509,1.0,594.0,74.0,0.0,0
6017,6017,234552,32275,0.673288562021624,3.0,144.0,22.0,0.0,0
349,349,77887,77890,2.48533973823845,4.0,25.0,6.0,0.0,1
1170,1170,91444,91446,2.06107164081078,4.0,30.0,7.0,0.0,1
127,127,195068,31892,0.0,0.0,1782.0,93.0,0.0,0
8286,8286,151200,31891,0.0,0.0,12.0,7.0,0.0,0
6546,6546,75019,88319,2.18823022202349,4.0,72.0,13.0,0.0,1
7054,7054,170058,31892,0.0,0.0,462.0,73.0,0.0,0
3645,3645,47771,63023,1.27236584089106,4.0,1650.0,79.0,0.0,1
7224,7224,34749,52545,4.4316318826049805,8.0,735.0,48.0,0.0,1
6414,6414,269016,31892,0.0,0.0,264.0,70.0,0.0,0
3215,3215,42870,42880,7.25731535758832,24.0,625.0,26.0,0.0,1
6486,6486,234551,32275,0.673288562021624,3.0,144.0,22.0,0.0,0
4106,4106,58973,71239,1.84361164934456,4.0,120.0,25.0,0.0,1
5062,5062,51989,51994,2.48533973823845,4.0,25.0,6.0,1.0,1
1232,1232,88724,88729,8.52640901006098,29.0,900.0,31.0,0.0,1
8505,8505,62300,62304,4.262125557297799,11.0,144.0,13.0,0.0,1
3999,3999,48006,48007,5.18310107619764,18.0,500.0,27.0,0.0,1
5491,5491,65568,32275,0.673288562021624,3.0,208.0,26.0,0.0,0
2365,2365,39696,40596,5.4529697438529805,8.0,2511.0,112.0,0.295441431044432,1
6978,6978,41932,31892,0.0,0.0,1848.0,94.0,0.0,0
3909,3909,75590,75606,9.55757813944249,36.0,1369.0,38.0,0.0,1
4889,4889,110249,31892,0.0,0.0,594.0,75.0,0.0,0
6612,6612,77126,77131,3.838099254493621,10.0,121.0,12.0,1.0,1
2782,2782,216436,31892,0.0,0.0,2376.0,102.0,0.0,0
3595,3595,47870,58335,2.37170346884764,8.0,12610.0,219.0,0.0,1
1424,1424,83961,83971,6.86802899469783,22.0,529.0,24.0,0.0,1
653,653,83304,31908,0.563143377714551,2.0,190.0,27.0,0.0,0
6286,6286,46159,77042,10.3774222504353,39.0,7200.0,181.0,0.0,1
55,55,118130,32275,0.281266414062728,1.0,48.0,18.0,0.0,0
3393,3393,73865,31907,0.0,0.0,228.0,31.0,0.0,0
4223,4223,37584,37588,4.37638877858987,12.0,637.0,50.0,1.0,1
3394,3394,51229,51231,1.3272716180510802,2.0,9.0,4.0,0.0,1
4036,4036,77293,77294,3.3662884287409103,7.0,104.0,14.0,0.0,1
1943,1943,128697,31892,0.233075271708509,1.0,594.0,74.0,0.0,0
3149,3149,115801,31892,0.0,0.0,1254.0,85.0,0.0,0
1935,1935,239188,31892,0.0,0.0,726.0,77.0,0.0,0
57,57,114020,32275,0.0,0.0,256.0,32.0,0.0,0
4850,4850,52821,52823,3.90865033712927,9.0,180.0,19.0,1.0,1
6620,6620,57215,57218,1.82047845325367,2.0,9.0,4.0,1.0,1
8005,8005,53057,31892,0.0,0.0,1782.0,93.0,0.0,0
5382,5382,85812,32275,0.0,0.0,416.0,42.0,0.0,0
3736,3736,49969,87870,8.34534287988027,25.0,1080.0,42.0,0.7135642135642141,1
5859,5859,43022,31892,0.169494474237384,1.0,1056.0,81.0,0.0,0
7066,7066,90102,90113,5.88159635644029,17.0,324.0,19.0,0.0,1
5702,5702,71267,74937,5.10479995247143,17.0,3584.0,103.0,0.0,1
2528,2528,218202,31892,0.0,0.0,990.0,81.0,0.0,0
7676,7676,260735,31892,0.0,0.0,330.0,71.0,0.0,0
1739,1739,103704,31908,0.0,0.0,38.0,21.0,0.0,0
4095,4095,69637,69639,4.33768931497262,13.0,990.0,50.0,0.0,1
2064,2064,54377,54378,2.46988820706085,5.0,60.0,11.0,0.0,1
1417,1417,52545,31892,0.0,0.0,2310.0,101.0,0.0,0
1590,1590,33286,38286,4.580819207160951,14.0,1407.0,74.0,0.0,1
7538,7538,40648,45151,1.44269504088896,1.0,30.0,16.0,0.0,1
3453,3453,187191,31892,0.0,0.0,726.0,77.0,0.0,0
4888,4888,216431,31892,0.0,0.0,2376.0,102.0,0.0,0
8488,8488,162155,31891,0.0,0.0,21.0,10.0,0.0,0
353,353,201863,31892,0.0,0.0,1188.0,84.0,0.0,0
2253,2253,82377,82387,7.8579433306636925,26.0,729.0,28.0,0.0,1
4550,4550,85305,85306,3.1585323144579305,8.0,81.0,10.0,1.0,1
6616,6616,67054,67090,10.828114104340901,41.0,2100.0,51.0,0.0,1
1317,1317,87528,87531,1.85972743231321,3.0,16.0,5.0,1.0,1
7908,7908,60899,32129,0.0,0.0,730.0,83.0,0.0,0
6236,6236,102978,31892,0.0,0.0,264.0,70.0,0.0,0
6169,6169,204736,31892,0.0,0.0,264.0,70.0,0.0,0
2769,2769,75442,75446,3.3880413337245203,8.0,338.0,31.0,0.0,1
5180,5180,72597,72599,3.3662884287409103,7.0,64.0,9.0,0.0,1
1925,1925,72675,72681,3.90865033712927,9.0,100.0,11.0,0.0,1
4568,4568,43951,43955,1.2753104114626002,3.0,1344.0,73.0,0.0,1
4887,4887,73400,73403,4.7952616484698085,14.0,225.0,16.0,0.0,1
3651,3651,132981,31892,0.0,0.0,462.0,73.0,0.0,0
2862,2862,62959,31892,0.0,0.0,9174.0,205.0,0.0,0
3876,3876,173177,32275,0.0,0.0,384.0,40.0,0.0,0
6869,6869,48045,66410,0.5138983423697511,1.0,30.0,16.0,0.0,1
8041,8041,92488,31907,0.0,0.0,228.0,31.0,0.0,0
8572,8572,98341,31892,0.0,0.0,2574.0,105.0,0.0,0
4460,4460,98732,32275,0.0,0.0,176.0,27.0,0.0,0
3007,3007,87247,87249,3.2878196861597697,7.0,64.0,9.0,0.0,1
6263,6263,47047,72344,3.88027893707955,10.0,418.0,39.0,0.0,1
528,528,94655,32275,0.230212890054651,1.0,256.0,31.0,0.0,0
6906,6906,192151,31892,0.0,0.0,462.0,73.0,0.0,0
6097,6097,52338,54184,3.2413875593307298,10.0,1080.0,64.0,0.0,1
4746,4746,82484,82487,6.97048034640586,22.0,529.0,24.0,0.0,1
2094,2094,79628,31892,0.0,0.0,3696.0,122.0,0.0,0
2947,2947,186737,31942,0.0,0.0,253.0,34.0,0.0,0
3098,3098,117455,32129,0.345976256261194,1.0,80.0,17.0,0.0,0
2966,2966,57641,78812,5.0513575667845,11.0,360.0,31.0,0.527058823529412,1
2248,2248,47774,32275,0.0,0.0,352.0,38.0,0.0,0
4170,4170,77133,77141,3.838099254493621,10.0,121.0,12.0,0.0,1
1135,1135,243053,31892,0.531245729312505,2.0,858.0,77.0,0.0,0
7978,7978,222728,31892,0.0,0.0,726.0,77.0,0.0,0
7591,7591,45662,67789,2.8613261273420094,8.0,360.0,31.0,0.0,1
2892,2892,57027,31892,0.0,0.0,660.0,76.0,0.0,0
7602,7602,172147,31892,0.0,0.0,264.0,70.0,0.0,0
7514,7514,154485,31892,0.0,0.0,990.0,81.0,0.0,0
6602,6602,134198,32275,0.214870760548304,1.0,464.0,44.0,0.0,0
1912,1912,82378,82383,7.8579433306636925,26.0,729.0,28.0,0.0,1
1129,1129,164162,31892,0.169494474237384,1.0,726.0,76.0,0.0,0
2197,2197,81357,81359,5.41010640333361,15.0,256.0,17.0,0.0,1
2542,2542,67053,67093,10.8210390119624,41.0,1890.0,46.0,0.0,1
4347,4347,82505,31942,0.0,0.0,690.0,53.0,0.0,0
